om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
738076,2023,06,18,2023-06-18,05:53:00,3,LA,22,0,52.0000,0,0,0,0,32.9700,-92.4900,32.9700,-92.4900,0,0,0,0,0,111,0,0,0,EG
738077,2023,06,18,2023-06-18,05:53:00,3,LA,22,0,52.0000,0,0,0,0,32.7600,-92.4100,32.7600,-92.4100,0,0,0,0,0,111,0,0,0,EG
738078,2023,06,18,2023-06-18,06:10:00,3,MS,28,0,50.0000,0,0,1000,0,31.7250,-89.9580,31.7250,-89.9580,0,0,0,0,0,65,0,0,0,EG
738079,2023,06,18,2023-06-18,06:10:00,3,LA,22,0,52.0000,0,0,0,0,32.9000,-92.1500,32.9000,-92.1500,0,0,0,0,0,111,0,0,0,EG
738080,2023,06,18,2023-06-18,06:13:00,3,AL,01,0,50.0000,0,0,0,0,33.1325,-88.1546,33.1325,-88.1546,0,0,0,0,0,107,0,0,0,EG
738081,2023,06,18,2023-06-18,06:25:00,3,AL,01,0,50.0000,0,0,0,0,33.2488,-87.9149,33.2488,-87.9149,0,0,0,0,0,107,0,0,0,EG
738082,2023,06,18,2023-06-18,06:28:00,3,AR,05,0,52.0000,0,0,0,0,33.3700,-93.9800,33.3700,-93.9800,0,0,0,0,0,91,0,0,0,EG
738083,2023,06,18,2023-06-18,06:52:00,3,AR,05,0,52.0000,0,0,0,0,33.3600,-93.5800,33.3600,-93.5800,0,0,0,0,0,73,0,0,0,EG
738084,2023,06,18,2023-06-18,07:06:00,3,AR,05,0,52.0000,0,0,0,0,33.0200,-93.8900,33.0200,-93.8900,0,0,0,0,0,91,0,0,0,EG
738085,2023,06,18,2023-06-18,07:14:00,3,MS,28,0,65.0000,0,0,250000,0,31.7100,-89.1500,31.6500,-89.0200,0,0,0,0,0,67,0,0,0,EG
738086,2023,06,18,2023-06-18,08:00:00,3,MS,28,0,45.0000,0,0,1000,0,32.4600,-90.5300,32.4600,-90.5300,0,0,0,0,0,49,0,0,0,EG
738087,2023,06,18,2023-06-18,08:55:00,3,MS,28,0,60.0000,0,0,10000,0,32.2700,-89.5000,32.2700,-89.5000,0,0,0,0,0,123,0,0,0,EG
738088,2023,06,18,2023-06-18,09:26:00,3,MS,28,0,60.0000,0,0,15000,0,32.1800,-89.0000,32.1800,-89.0000,0,0,0,0,0,61,0,0,0,EG
738089,2023,06,18,2023-06-18,09:34:00,3,MS,28,0,60.0000,0,0,50000,0,32.1500,-88.9000,32.0100,-88.4700,0,0,0,0,0,23,0,0,0,EG
738090,2023,06,18,2023-06-18,09:37:00,3,MS,28,0,50.0000,0,0,1000,0,32.0600,-88.9040,32.0600,-88.9040,0,0,0,0,0,23,0,0,0,EG
738091,2023,06,18,2023-06-18,09:38:00,3,AL,01,0,52.0000,0,0,0,0,30.6295,-87.8738,30.6295,-87.8738,0,0,0,0,0,3,0,0,0,EG
738092,2023,06,18,2023-06-18,09:40:00,3,AL,01,0,52.0000,0,0,0,0,30.6405,-87.7262,30.6405,-87.7262,0,0,0,0,0,3,0,0,0,EG
738093,2023,06,18,2023-06-18,10:11:00,3,FL,12,0,65.0000,0,0,0,0,30.6300,-87.0500,30.6300,-87.0500,0,0,0,0,0,113,0,0,0,EG
738094,2023,06,18,2023-06-18,10:19:00,3,FL,12,0,51.0000,0,0,0,0,30.7200,-87.0200,30.7200,-87.0200,0,0,0,0,0,113,0,0,0,EG
738095,2023,06,18,2023-06-18,10:38:00,3,AL,01,0,52.0000,0,0,0,0,31.7500,-88.1000,31.7500,-88.1000,0,0,0,0,0,25,0,0,0,EG
738096,2023,06,18,2023-06-18,10:40:00,3,AL,01,0,52.0000,0,0,0,0,31.7500,-88.1170,31.7500,-88.1170,0,0,0,0,0,25,0,0,0,EG
738097,2023,06,18,2023-06-18,10:59:00,3,AL,01,0,52.0000,0,0,0,0,31.7000,-87.7800,31.7000,-87.7800,0,0,0,0,0,25,0,0,0,EG
738098,2023,06,18,2023-06-18,11:02:00,3,AL,01,0,52.0000,0,0,0,0,31.7134,-87.7735,31.7134,-87.7735,0,0,0,0,0,25,0,0,0,EG
738099,2023,06,18,2023-06-18,11:05:00,3,FL,12,0,52.0000,0,0,0,0,30.4600,-86.6100,30.4600,-86.6100,0,0,0,0,0,91,0,0,0,EG
738100,2023,06,18,2023-06-18,11:05:00,3,AL,01,0,52.0000,0,0,0,0,31.9000,-87.8200,31.9000,-87.8200,0,0,0,0,0,25,0,0,0,EG
738101,2023,06,18,2023-06-18,11:15:00,3,FL,12,0,66.0000,0,0,0,0,30.4100,-86.5000,30.4100,-86.5000,0,0,0,0,0,91,0,0,0,MG
738102,2023,06,18,2023-06-18,11:15:00,3,AL,01,0,52.0000,0,0,0,0,31.5600,-87.5900,31.5600,-87.5900,0,0,0,0,0,25,0,0,0,EG
738103,2023,06,18,2023-06-18,11:20:00,3,FL,12,0,51.0000,0,0,0,0,30.4400,-86.1600,30.4400,-86.1600,0,0,0,0,0,131,0,0,0,MG
738104,2023,06,18,2023-06-18,11:43:00,3,AL,01,0,52.0000,0,0,0,0,31.3889,-87.2187,31.3889,-87.2187,0,0,0,0,0,35,0,0,0,EG
738105,2023,06,18,2023-06-18,11:48:00,3,AL,01,0,52.0000,0,0,0,0,31.5500,-87.1700,31.5500,-87.1700,0,0,0,0,0,99,0,0,0,EG
738106,2023,06,18,2023-06-18,11:50:00,3,AL,01,0,52.0000,0,0,0,0,31.3300,-87.1800,31.3300,-87.1800,0,0,0,0,0,35,0,0,0,EG
738107,2023,06,18,2023-06-18,11:56:00,3,AL,01,0,52.0000,0,0,0,0,31.4300,-86.9700,31.4300,-86.9700,0,0,0,0,0,35,0,0,0,EG
738108,2023,06,18,2023-06-18,11:59:00,3,AL,01,0,52.0000,0,0,0,0,31.3000,-87.0200,31.3000,-87.0200,0,0,0,0,0,35,0,0,0,EG
738109,2023,06,18,2023-06-18,12:01:00,3,AL,01,0,52.0000,0,0,0,0,31.3400,-86.9400,31.3400,-86.9400,0,0,0,0,0,35,0,0,0,EG
738110,2023,06,18,2023-06-18,12:09:00,3,FL,12,0,50.0000,0,0,2000,0,30.2100,-85.6600,30.2100,-85.6600,0,0,0,0,0,5,0,0,0,EG
738111,2023,06,18,2023-06-18,12:11:00,3,FL,12,0,50.0000,0,0,0,0,30.1600,-85.5900,30.1600,-85.5900,0,0,0,0,0,5,0,0,0,EG
738112,2023,06,18,2023-06-18,12:11:00,3,FL,12,0,50.0000,0,0,0,0,30.1700,-85.6200,30.1700,-85.6200,0,0,0,0,0,5,0,0,0,EG
738113,2023,06,18,2023-06-18,12:16:00,3,FL,12,0,50.0000,0,0,0,0,30.1700,-85.6200,30.1700,-85.6200,0,0,0,0,0,5,0,0,0,EG
738114,2023,06,18,2023-06-18,13:00:00,3,AL,01,0,50.0000,0,0,3000,0,31.4100,-86.0700,31.4100,-86.0700,0,0,0,0,0,31,0,0,0,EG
738115,2023,06,18,2023-06-18,13:05:00,3,AL,01,0,61.0000,0,0,0,0,31.0066,-86.2200,31.0066,-86.2200,0,0,0,0,0,39,0,0,0,EG
738116,2023,06,18,2023-06-18,13:11:00,3,AL,01,0,55.0000,0,0,0,0,31.3600,-85.9900,31.3600,-85.9900,0,0,0,0,0,31,0,0,0,EG
738117,2023,06,18,2023-06-18,13:26:00,3,FL,12,0,50.0000,0,0,0,0,29.6800,-85.3200,29.6800,-85.3200,0,0,0,0,0,45,0,0,0,EG
738118,2023,06,18,2023-06-18,13:30:00,3,AL,01,0,50.0000,0,0,0,0,31.5100,-85.7000,31.5100,-85.7000,0,0,0,0,0,45,0,0,0,EG
738119,2023,06,18,2023-06-18,13:37:00,3,AL,01,0,55.0000,0,0,5000,0,31.3300,-85.6000,31.3300,-85.6000,0,0,0,0,0,45,0,0,0,EG
738120,2023,06,18,2023-06-18,13:37:00,3,FL,12,0,50.0000,0,0,0,0,30.9200,-85.7500,30.9200,-85.7500,0,0,0,0,0,59,0,0,0,EG
738121,2023,06,18,2023-06-18,13:40:00,3,AL,01,0,50.0000,0,0,0,0,31.4600,-85.6400,31.4600,-85.6400,0,0,0,0,0,45,0,0,0,EG
738122,2023,06,18,2023-06-18,14:22:00,3,FL,12,0,50.0000,0,0,0,0,30.9100,-85.1600,30.9100,-85.1600,0,0,0,0,0,63,0,0,0,EG
738123,2023,06,18,2023-06-18,14:29:00,3,AL,01,0,50.0000,0,0,2000,0,31.2900,-85.1100,31.2900,-85.1100,0,0,0,0,0,69,0,0,0,EG
738124,2023,06,18,2023-06-18,14:58:00,3,GA,13,0,50.0000,0,0,0,0,30.7300,-84.7600,30.7300,-84.7600,0,0,0,0,0,87,0,0,0,EG
738125,2023,06,18,2023-06-18,15:40:00,3,GA,13,0,55.0000,0,0,0,0,32.6200,-83.3700,32.6200,-83.3700,0,0,0,0,0,289,0,0,0,EG
738126,2023,06,18,2023-06-18,15:55:00,3,AR,05,0,56.0000,0,0,0,0,36.2400,-91.1200,36.2400,-91.1200,0,0,0,0,0,121,0,0,0,EG
738127,2023,06,18,2023-06-18,16:05:00,3,AR,05,0,56.0000,0,0,0,0,36.2400,-90.9700,36.2400,-90.9700,0,0,0,0,0,121,0,0,0,EG
738128,2023,06,18,2023-06-18,16:21:00,3,AR,05,0,56.0000,0,0,0,0,36.1700,-90.8100,36.1700,-90.8100,0,0,0,0,0,121,0,0,0,EG
738129,2023,06,18,2023-06-18,16:22:00,3,GA,13,0,50.0000,0,0,0,0,31.9600,-82.8200,31.9600,-82.8200,0,0,0,0,0,271,0,0,0,EG
738130,2023,06,18,2023-06-18,19:05:00,3,AR,05,0,52.0000,0,0,0,0,33.2200,-92.8700,33.2200,-92.8700,0,0,0,0,0,139,0,0,0,EG
738131,2023,06,18,2023-06-18,19:45:00,3,MS,28,0,55.0000,0,0,2000,0,33.6500,-89.3200,33.6500,-89.3200,0,0,0,0,0,155,0,0,0,EG
738132,2023,06,18,2023-06-18,20:25:00,3,TN,47,0,50.0000,0,0,10000,0,35.0211,-89.2200,35.0211,-89.2200,0,0,0,0,0,47,0,0,0,EG
738133,2023,06,18,2023-06-18,20:35:00,3,TN,47,0,50.0000,0,0,5000,0,35.0035,-89.1591,35.0035,-89.1591,0,0,0,0,0,69,0,0,0,EG
738134,2023,06,18,2023-06-18,20:45:00,3,LA,22,0,52.0000,0,0,0,0,32.8100,-92.3800,32.8100,-92.3800,0,0,0,0,0,111,0,0,0,EG
738135,2023,06,18,2023-06-18,21:03:00,3,LA,22,0,52.0000,0,0,0,0,32.7000,-92.6600,32.7000,-92.6600,0,0,0,0,0,61,0,0,0,EG
738136,2023,06,18,2023-06-18,21:35:00,3,MS,28,0,55.0000,0,0,5000,0,32.6300,-89.6200,32.6300,-89.6200,0,0,0,0,0,79,0,0,0,EG
738137,2023,06,18,2023-06-18,22:11:00,3,NV,32,0,56.0000,0,0,0,0,39.0228,-114.2722,39.0228,-114.2722,0,0,0,0,0,33,0,0,0,MG
738138,2023,06,18,2023-06-18,22:56:00,3,AL,01,0,52.0000,0,0,0,0,34.5900,-86.4600,34.5900,-86.4600,0,0,0,0,0,89,0,0,0,EG
738139,2023,06,18,2023-06-18,22:56:00,3,AL,01,0,43.0000,0,0,1000,0,34.5884,-86.4471,34.5884,-86.4471,0,0,0,0,0,89,0,0,0,EG
738140,2023,06,18,2023-06-18,22:56:00,3,AL,01,0,52.0000,0,0,3000,0,34.5901,-86.4319,34.5901,-86.4319,0,0,0,0,0,89,0,0,0,EG
738141,2023,06,18,2023-06-18,22:56:00,3,AL,01,0,52.0000,0,0,3000,0,34.5700,-86.4500,34.5700,-86.4500,0,0,0,0,0,89,0,0,0,EG
738142,2023,06,18,2023-06-18,22:56:00,3,AL,01,0,52.0000,0,0,0,0,34.5800,-86.4500,34.5800,-86.4500,0,0,0,0,0,89,0,0,0,EG
738143,2023,06,18,2023-06-18,22:57:00,3,AL,01,0,52.0000,0,0,5000,0,34.5900,-86.4300,34.5900,-86.4300,0,0,0,0,0,89,0,0,0,EG
738144,2023,06,18,2023-06-18,22:57:00,3,AL,01,0,52.0000,0,0,10000,0,34.5750,-86.4479,34.5750,-86.4479,0,0,0,0,0,89,0,0,0,EG
738145,2023,06,18,2023-06-18,23:15:00,3,AL,01,0,52.0000,0,0,1000,0,34.7000,-86.3800,34.7000,-86.3800,0,0,0,0,0,89,0,0,0,EG
738146,2023,06,18,2023-06-18,23:20:00,3,MS,28,0,55.0000,0,0,5000,0,32.1800,-88.8200,32.1800,-88.8200,0,0,0,0,0,23,0,0,0,EG
738147,2023,06,19,2023-06-19,01:11:00,3,NV,32,0,56.0000,0,0,0,0,39.0228,-114.2722,39.0228,-114.2722,0,0,0,0,0,33,0,0,0,MG
738148,2023,06,19,2023-06-19,01:38:00,3,AL,01,0,52.0000,0,0,0,0,32.2600,-88.1300,32.2600,-88.1300,0,0,0,0,0,23,0,0,0,EG
738149,2023,06,19,2023-06-19,01:54:00,3,MT,30,0,50.0000,0,0,0,0,46.2900,-105.2000,46.2900,-105.2000,0,0,0,0,0,17,0,0,0,MG
738150,2023,06,19,2023-06-19,02:06:00,3,AL,01,0,51.0000,0,0,0,0,32.1200,-88.3100,32.1200,-88.3100,0,0,0,0,0,23,0,0,0,EG
738151,2023,06,19,2023-06-19,02:08:00,3,AL,01,0,51.0000,0,0,0,0,32.0800,-88.3700,32.0800,-88.3700,0,0,0,0,0,23,0,0,0,EG
738152,2023,06,19,2023-06-19,02:19:00,3,AL,01,0,51.0000,0,0,0,0,31.9600,-88.2900,31.9600,-88.2900,0,0,0,0,0,23,0,0,0,EG
738153,2023,06,19,2023-06-19,02:22:00,3,AL,01,0,50.0000,0,0,0,0,32.2708,-87.7949,32.2708,-87.7949,0,0,0,0,0,91,0,0,0,EG
738154,2023,06,19,2023-06-19,02:58:00,3,AL,01,0,50.0000,0,0,0,0,32.2300,-87.2500,32.2300,-87.2500,0,0,0,0,0,47,0,0,0,EG
738155,2023,06,19,2023-06-19,03:40:00,3,AL,01,0,52.0000,0,0,0,0,31.8400,-86.6400,31.8400,-86.6400,0,0,0,0,0,13,0,0,0,EG
738156,2023,06,19,2023-06-19,03:45:00,3,AL,01,0,51.0000,0,0,0,0,31.7500,-86.6500,31.7500,-86.6500,0,0,0,0,0,13,0,0,0,EG
738157,2023,06,19,2023-06-19,03:48:00,3,AL,01,0,52.0000,0,0,0,0,31.7700,-86.5400,31.7700,-86.5400,0,0,0,0,0,13,0,0,0,EG
738158,2023,06,19,2023-06-19,03:51:00,3,AL,01,0,51.0000,0,0,0,0,31.9400,-86.3900,31.9400,-86.3900,0,0,0,0,0,41,0,0,0,EG
738159,2023,06,19,2023-06-19,03:54:00,3,AL,01,0,50.0000,0,0,0,0,31.9800,-86.4200,31.9800,-86.4200,0,0,0,0,0,85,0,0,0,EG
738160,2023,06,19,2023-06-19,04:00:00,3,AL,01,0,51.0000,0,0,0,0,31.9400,-86.3200,31.9400,-86.3200,0,0,0,0,0,41,0,0,0,EG
738161,2023,06,19,2023-06-19,04:04:00,3,AL,01,0,51.0000,0,0,0,0,31.8300,-86.2100,31.8300,-86.2100,0,0,0,0,0,41,0,0,0,EG
738162,2023,06,19,2023-06-19,04:07:00,3,AL,01,0,56.0000,0,0,0,0,31.7200,-86.2600,31.7200,-86.2600,0,0,0,0,0,41,0,0,0,EG
738163,2023,06,19,2023-06-19,04:07:00,3,AL,01,0,51.0000,0,0,0,0,31.7700,-86.2200,31.7700,-86.2200,0,0,0,0,0,41,0,0,0,EG
738164,2023,06,19,2023-06-19,04:11:00,3,AL,01,0,55.0000,0,0,0,0,31.7200,-86.1200,31.7200,-86.1200,0,0,0,0,0,109,0,0,0,EG
738165,2023,06,19,2023-06-19,04:15:00,3,AL,01,0,52.0000,0,0,0,0,31.5800,-86.2500,31.5800,-86.2500,0,0,0,0,0,41,0,0,0,EG
738166,2023,06,19,2023-06-19,04:19:00,3,AL,01,0,53.0000,0,0,0,0,31.8700,-86.0200,31.8700,-86.0200,0,0,0,0,0,109,0,0,0,MG
738167,2023,06,19,2023-06-19,04:19:00,3,AL,01,0,50.0000,0,0,0,0,31.8000,-85.9700,31.8000,-85.9700,0,0,0,0,0,109,0,0,0,EG
738168,2023,06,19,2023-06-19,04:30:00,3,AL,01,0,55.0000,0,0,0,0,31.5000,-86.0800,31.5000,-86.0800,0,0,0,0,0,31,0,0,0,EG
738169,2023,06,19,2023-06-19,04:38:00,3,AL,01,0,50.0000,0,0,0,0,31.6414,-85.6766,31.6414,-85.6766,0,0,0,0,0,5,0,0,0,EG
738170,2023,06,19,2023-06-19,05:08:00,3,AL,01,0,50.0000,0,0,0,0,31.1900,-85.8500,31.1900,-85.8500,0,0,0,0,0,61,0,0,0,EG
738171,2023,06,19,2023-06-19,05:15:00,3,AL,01,0,50.0000,0,0,0,0,31.2600,-85.7800,31.2600,-85.7800,0,0,0,0,0,45,0,0,0,EG
738172,2023,06,19,2023-06-19,05:20:00,3,AL,01,0,55.0000,0,0,0,0,31.3100,-85.7400,31.3100,-85.7400,0,0,0,0,0,45,0,0,0,EG
738173,2023,06,19,2023-06-19,05:20:00,3,AL,01,0,50.0000,0,0,0,0,31.4800,-85.4700,31.4800,-85.4700,0,0,0,0,0,45,0,0,0,EG
738174,2023,06,19,2023-06-19,05:25:00,3,AL,01,0,50.0000,0,0,0,0,31.1900,-85.3800,31.1900,-85.3800,0,0,0,0,0,69,0,0,0,EG
738175,2023,06,19,2023-06-19,05:27:00,3,AL,01,0,50.0000,0,0,0,0,31.0000,-85.9300,31.0000,-85.9300,0,0,0,0,0,61,0,0,0,EG
738176,2023,06,19,2023-06-19,05:28:00,3,AL,01,0,50.0000,0,0,0,0,31.1900,-85.3700,31.1900,-85.3700,0,0,0,0,0,69,0,0,0,EG
738177,2023,06,19,2023-06-19,05:35:00,3,AL,01,0,50.0000,0,0,0,0,31.0400,-85.5900,31.0400,-85.5900,0,0,0,0,0,61,0,0,0,EG
738178,2023,06,19,2023-06-19,05:35:00,3,FL,12,0,50.0000,0,0,0,0,30.6800,-86.0100,30.6800,-86.0100,0,0,0,0,0,131,0,0,0,EG
738179,2023,06,19,2023-06-19,05:49:00,3,FL,12,0,50.0000,0,0,0,0,30.6200,-85.9400,30.6200,-85.9400,0,0,0,0,0,131,0,0,0,EG
738180,2023,06,19,2023-06-19,05:53:00,3,GA,13,0,50.0000,0,0,0,0,32.5800,-83.8600,32.5800,-83.8600,0,0,0,0,0,225,0,0,0,EG
738181,2023,06,19,2023-06-19,06:20:00,3,GA,13,0,50.0000,0,0,0,0,31.1600,-84.7300,31.1600,-84.7300,0,0,0,0,0,201,0,0,0,EG
738182,2023,06,19,2023-06-19,06:30:00,3,GA,13,0,50.0000,0,0,0,0,31.6100,-84.2200,31.6100,-84.2200,0,0,0,0,0,95,0,0,0,EG
738183,2023,06,19,2023-06-19,06:30:00,3,GA,13,0,50.0000,0,0,0,0,31.5700,-84.1900,31.5700,-84.1900,0,0,0,0,0,95,0,0,0,EG
738184,2023,06,19,2023-06-19,06:30:00,3,GA,13,0,50.0000,0,0,0,0,31.6200,-84.2100,31.6200,-84.2100,0,0,0,0,0,95,0,0,0,EG
738185,2023,06,19,2023-06-19,06:35:00,3,GA,13,0,55.0000,0,0,0,0,30.9100,-84.5800,30.9100,-84.5800,0,0,0,0,0,87,0,0,0,EG
738186,2023,06,19,2023-06-19,06:35:00,3,GA,13,0,55.0000,0,0,0,0,30.9700,-84.6300,30.9700,-84.6300,0,0,0,0,0,87,0,0,0,MG
738187,2023,06,19,2023-06-19,06:45:00,3,GA,13,0,50.0000,0,0,0,0,31.4700,-84.0000,31.4700,-84.0000,0,0,0,0,0,95,0,0,0,EG
738188,2023,06,19,2023-06-19,06:58:00,3,GA,13,0,50.0000,0,0,0,0,31.1700,-84.1200,31.1700,-84.1200,0,0,0,0,0,205,0,0,0,EG
738189,2023,06,19,2023-06-19,07:00:00,3,GA,13,0,55.0000,0,0,0,0,30.8800,-84.2100,30.8800,-84.2100,0,0,0,0,0,131,0,0,0,EG
738190,2023,06,19,2023-06-19,07:02:00,3,GA,13,0,50.0000,0,0,0,0,31.1800,-84.0100,31.1800,-84.0100,0,0,0,0,0,205,0,0,0,EG
738191,2023,06,19,2023-06-19,07:15:00,3,GA,13,0,50.0000,0,0,0,0,30.8500,-84.0100,30.8500,-84.0100,0,0,0,0,0,275,0,0,0,EG
738192,2023,06,19,2023-06-19,07:15:00,3,GA,13,0,50.0000,0,0,0,0,30.7700,-83.9900,30.7700,-83.9900,0,0,0,0,0,275,0,0,0,EG
738193,2023,06,19,2023-06-19,07:47:00,3,GA,13,0,50.0000,0,0,0,0,30.8000,-83.5700,30.8000,-83.5700,0,0,0,0,0,27,0,0,0,EG
738194,2023,06,19,2023-06-19,07:50:00,3,GA,13,0,50.0000,0,0,0,0,30.7100,-83.6100,30.7100,-83.6100,0,0,0,0,0,27,0,0,0,EG
738195,2023,06,19,2023-06-19,07:50:00,3,GA,13,0,50.0000,0,0,0,0,30.7200,-83.4800,30.7200,-83.4800,0,0,0,0,0,27,0,0,0,EG
738196,2023,06,19,2023-06-19,07:50:00,3,FL,12,0,50.0000,0,0,0,0,30.4600,-84.2400,30.4600,-84.2400,0,0,0,0,0,73,0,0,0,EG
738197,2023,06,19,2023-06-19,07:51:00,3,FL,12,0,50.0000,0,0,2000,0,30.4600,-84.2400,30.4600,-84.2400,0,0,0,0,0,73,0,0,0,EG
738198,2023,06,19,2023-06-19,07:51:00,3,GA,13,0,50.0000,0,0,0,0,30.7100,-83.6200,30.7100,-83.6200,0,0,0,0,0,27,0,0,0,EG
738199,2023,06,19,2023-06-19,07:53:00,3,GA,13,0,50.0000,0,0,0,0,30.9400,-83.4100,30.9400,-83.4100,0,0,0,0,0,185,0,0,0,EG
738200,2023,06,19,2023-06-19,07:55:00,3,GA,13,0,50.0000,0,0,0,0,30.9900,-83.3700,30.9900,-83.3700,0,0,0,0,0,185,0,0,0,EG
738201,2023,06,19,2023-06-19,07:55:00,3,FL,12,0,50.0000,0,0,0,0,30.5900,-83.7600,30.5900,-83.7600,0,0,0,0,0,65,0,0,0,EG
738202,2023,06,19,2023-06-19,08:00:00,3,FL,12,0,50.0000,0,0,100000,0,30.5700,-83.8700,30.5700,-83.8700,0,0,0,0,0,65,0,0,0,EG
738203,2023,06,19,2023-06-19,08:00:00,3,GA,13,0,50.0000,0,0,4000,0,31.2100,-83.2400,31.2100,-83.2400,0,0,0,0,0,19,0,0,0,EG
738204,2023,06,19,2023-06-19,08:00:00,3,FL,12,0,50.0000,0,0,0,0,30.4600,-84.1600,30.4600,-84.1600,0,0,0,0,0,73,0,0,0,EG
738205,2023,06,19,2023-06-19,08:00:00,3,FL,12,0,50.0000,0,0,0,0,30.4800,-84.2400,30.4800,-84.2400,0,0,0,0,0,73,0,0,0,EG
738206,2023,06,19,2023-06-19,08:04:00,3,FL,12,0,50.0000,0,0,0,0,30.4500,-83.7300,30.4500,-83.7300,0,0,0,0,0,65,0,0,0,EG
738207,2023,06,19,2023-06-19,08:06:00,3,GA,13,0,50.0000,0,0,0,0,30.8700,-83.2800,30.8700,-83.2800,0,0,0,0,0,185,0,0,0,EG
738208,2023,06,19,2023-06-19,08:06:00,3,GA,13,0,50.0000,0,0,0,0,30.8600,-83.3100,30.8600,-83.3100,0,0,0,0,0,185,0,0,0,EG
738209,2023,06,19,2023-06-19,08:09:00,3,GA,13,0,50.0000,0,0,0,0,30.8100,-83.3000,30.8100,-83.3000,0,0,0,0,0,185,0,0,0,EG
738210,2023,06,19,2023-06-19,08:20:00,3,FL,12,0,55.0000,0,0,5000,0,30.4100,-83.9500,30.4100,-83.9500,0,0,0,0,0,65,0,0,0,EG
738211,2023,06,19,2023-06-19,08:20:00,3,FL,12,0,50.0000,0,0,50000,0,30.5500,-83.8700,30.5500,-83.8700,0,0,0,0,0,65,0,0,0,EG
738212,2023,06,19,2023-06-19,08:23:00,3,GA,13,0,50.0000,0,0,0,0,30.9800,-83.0700,30.9800,-83.0700,0,0,0,0,0,173,0,0,0,EG
738213,2023,06,19,2023-06-19,08:59:00,3,FL,12,0,50.0000,0,0,0,0,30.3300,-82.8600,30.3300,-82.8600,0,0,0,0,0,121,0,0,0,EG
738214,2023,06,19,2023-06-19,09:18:00,3,SC,45,0,45.0000,0,0,1000,0,33.1000,-80.6800,33.1000,-80.6800,0,0,0,0,0,29,0,0,0,EG
738215,2023,06,19,2023-06-19,09:51:00,3,NC,37,0,50.0000,0,0,5000,0,36.4303,-80.2898,36.4903,-80.2497,0,0,0,0,0,169,0,0,0,EG
738216,2023,06,19,2023-06-19,09:55:00,3,NC,37,0,50.0000,0,0,0,0,35.6920,-80.4710,35.6920,-80.4710,0,0,0,0,0,159,0,0,0,EG
738217,2023,06,19,2023-06-19,10:02:00,3,NC,37,0,50.0000,0,0,0,0,35.8126,-80.3757,35.8126,-80.3757,0,0,0,0,0,57,0,0,0,EG
738218,2023,06,19,2023-06-19,10:09:00,3,FL,12,0,50.0000,0,0,2000,0,30.1900,-84.4100,30.1900,-84.4100,0,0,0,0,0,129,0,0,0,EG
738219,2023,06,19,2023-06-19,10:14:00,3,NC,37,0,50.0000,0,0,0,0,35.8555,-80.3257,35.8555,-80.3257,0,0,0,0,0,57,0,0,0,EG
738220,2023,06,19,2023-06-19,10:19:00,3,VA,51,0,50.0000,0,0,500,0,36.5500,-80.0700,36.5500,-80.0700,0,0,0,0,0,141,0,0,0,EG
738221,2023,06,19,2023-06-19,10:23:00,3,GA,13,0,45.0000,0,0,200,0,30.8600,-81.6400,30.8600,-81.6400,0,0,0,0,0,39,0,0,0,EG
738222,2023,06,19,2023-06-19,10:26:00,3,GA,13,0,45.0000,0,0,200,0,30.7400,-81.6900,30.7400,-81.6900,0,0,0,0,0,39,0,0,0,EG
738223,2023,06,19,2023-06-19,10:28:00,3,NC,37,0,50.0000,0,0,0,0,35.9708,-80.1996,35.9708,-80.1996,0,0,0,0,0,57,0,0,0,EG
738224,2023,06,19,2023-06-19,10:34:00,3,SC,45,0,45.0000,0,0,1000,0,32.6900,-80.2800,32.6900,-80.2800,0,0,0,0,0,19,0,0,0,EG
738225,2023,06,19,2023-06-19,10:37:00,3,GA,13,0,45.0000,0,0,200,0,30.7400,-81.5500,30.7400,-81.5500,0,0,0,0,0,39,0,0,0,EG
738226,2023,06,19,2023-06-19,10:46:00,3,SC,45,0,45.0000,0,0,2250,0,33.0200,-80.2100,33.0200,-80.2100,0,0,0,0,0,35,0,0,0,EG
738227,2023,06,19,2023-06-19,10:50:00,3,NC,37,0,50.0000,0,0,5000,0,36.0500,-80.1800,36.0500,-80.1800,0,0,0,0,0,67,0,0,0,EG
738228,2023,06,19,2023-06-19,10:50:00,3,NC,37,0,50.0000,0,0,0,0,36.0600,-80.1591,36.0600,-80.1591,0,0,0,0,0,67,0,0,0,EG
738229,2023,06,19,2023-06-19,10:55:00,3,NC,37,0,50.0000,0,0,0,0,35.4995,-80.2578,35.4995,-80.2578,0,0,0,0,0,167,0,0,0,EG
738230,2023,06,19,2023-06-19,10:58:00,3,NC,37,0,50.0000,0,0,0,0,36.2389,-80.3667,36.2389,-80.3667,0,0,0,0,0,67,0,0,0,EG
738231,2023,06,19,2023-06-19,11:11:00,3,NC,37,0,50.0000,0,0,0,0,35.5100,-80.1714,35.5100,-80.1714,0,0,0,0,0,57,0,0,0,EG
738232,2023,06,19,2023-06-19,11:15:00,3,NC,37,0,50.0000,0,0,0,0,36.1996,-79.9029,36.1996,-79.9029,0,0,0,0,0,81,0,0,0,EG
