om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
731187,2023,01,01,2023-01-01,17:50:00,3,AZ,04,0,43.0000,0,0,7000,0,32.4500,-111.2200,32.4500,-111.2200,0,0,0,0,0,19,0,0,0,EG
731188,2023,01,02,2023-01-02,01:29:00,3,TN,47,0,52.0000,0,0,0,0,35.1400,-90.0000,35.1400,-90.0000,0,0,0,0,0,157,0,0,0,MG
731189,2023,01,02,2023-01-02,09:07:00,3,MS,28,0,50.0000,0,0,5000,0,33.9800,-89.2900,33.9800,-89.2900,0,0,0,0,0,13,0,0,0,EG
731190,2023,01,02,2023-01-02,09:38:00,3,MS,28,0,50.0000,0,0,5000,0,34.8800,-88.6300,34.8800,-88.6300,0,0,0,0,0,3,0,0,0,EG
731191,2023,01,02,2023-01-02,10:06:00,3,MS,28,0,50.0000,0,0,20000,0,34.4300,-88.4800,34.4300,-88.4800,0,0,0,0,0,57,0,0,0,EG
731192,2023,01,02,2023-01-02,10:06:00,3,MS,28,0,50.0000,0,0,5000,0,34.4500,-88.4400,34.4500,-88.4400,0,0,0,0,0,57,0,0,0,EG
731193,2023,01,02,2023-01-02,10:08:00,3,MS,28,0,50.0000,0,0,10000,0,34.4310,-88.4740,34.4310,-88.4740,0,0,0,0,0,57,0,0,0,EG
731194,2023,01,02,2023-01-02,10:26:00,3,MS,28,0,65.0000,0,0,25000,0,34.4900,-88.1900,34.4900,-88.1900,0,0,0,0,0,141,0,0,0,EG
731195,2023,01,02,2023-01-02,17:55:00,3,LA,22,0,56.0000,0,0,0,0,32.5247,-92.3091,32.5247,-92.3091,0,0,0,0,0,73,0,0,0,EG
731196,2023,01,02,2023-01-02,18:24:00,3,LA,22,0,56.0000,0,0,0,0,32.8789,-92.1495,32.8789,-92.1495,0,0,0,0,0,111,0,0,0,EG
731197,2023,01,02,2023-01-02,18:30:00,3,OK,40,0,61.0000,0,0,10000,0,35.6081,-95.2726,35.6081,-95.2726,0,0,0,0,0,101,0,0,0,EG
731198,2023,01,02,2023-01-02,18:36:00,3,LA,22,0,52.0000,0,0,3000,0,32.8900,-92.0200,32.8900,-92.0200,0,0,0,0,0,67,0,0,0,EG
731199,2023,01,02,2023-01-02,18:38:00,3,LA,22,0,52.0000,0,0,15000,0,32.8200,-91.8000,32.8200,-91.8000,0,0,0,0,0,67,0,0,0,EG
731200,2023,01,02,2023-01-02,18:39:00,3,OK,40,0,65.0000,0,0,0,0,35.8364,-95.1022,35.8364,-95.1022,0,0,0,0,0,21,0,0,0,EG
731201,2023,01,02,2023-01-02,18:45:00,3,LA,22,0,52.0000,0,0,2000,0,32.9700,-91.8300,32.9700,-91.8300,0,0,0,0,0,67,0,0,0,EG
731202,2023,01,02,2023-01-02,19:17:00,3,AR,05,0,52.0000,0,0,10000,0,33.2100,-91.4600,33.2100,-91.4600,0,0,0,0,0,17,0,0,0,EG
731203,2023,01,02,2023-01-02,19:17:00,3,AR,05,0,61.0000,0,0,100000,0,33.2300,-91.4900,33.2300,-91.4900,0,0,0,0,0,3,0,0,0,EG
731204,2023,01,02,2023-01-02,19:23:00,3,AR,05,0,52.0000,0,0,10000,0,33.2900,-91.5100,33.2900,-91.5100,0,0,0,0,0,3,0,0,0,EG
731205,2023,01,02,2023-01-02,19:24:00,3,AR,05,0,52.0000,0,0,50000,0,33.3000,-91.5000,33.3000,-91.5000,0,0,0,0,0,3,0,0,0,EG
731206,2023,01,02,2023-01-02,19:36:00,3,AR,05,0,51.0000,0,0,0,0,33.4200,-91.3700,33.4200,-91.3700,0,0,0,0,0,17,0,0,0,MG
731207,2023,01,02,2023-01-02,19:40:00,3,LA,22,0,61.0000,0,0,0,0,32.4474,-93.5989,32.4474,-93.5989,0,0,0,0,0,15,0,0,0,EG
731208,2023,01,02,2023-01-02,19:40:00,3,AR,05,0,50.0000,0,0,0,0,33.3500,-91.3200,33.3500,-91.3200,0,0,0,0,0,17,0,0,0,MG
731209,2023,01,02,2023-01-02,19:50:00,3,LA,22,0,56.0000,0,0,0,0,32.4096,-93.5389,32.4096,-93.5389,0,0,0,0,0,15,0,0,0,EG
731210,2023,01,02,2023-01-02,19:50:00,3,LA,22,0,56.0000,0,0,0,0,32.5578,-93.5495,32.5578,-93.5495,0,0,0,0,0,15,0,0,0,EG
731211,2023,01,02,2023-01-02,19:50:00,3,LA,22,0,65.0000,0,0,0,0,32.4104,-93.5399,32.4104,-93.5399,0,0,0,0,0,15,0,0,0,EG
731212,2023,01,02,2023-01-02,20:15:00,3,LA,22,0,56.0000,0,0,0,0,32.9059,-93.0864,32.9059,-93.0864,0,0,0,0,0,27,0,0,0,EG
731213,2023,01,02,2023-01-02,20:20:00,3,LA,22,0,56.0000,0,0,0,0,32.4445,-93.2512,32.4445,-93.2512,0,0,0,0,0,119,0,0,0,EG
731214,2023,01,02,2023-01-02,20:21:00,3,LA,22,0,52.0000,0,0,5000,0,32.6200,-91.7600,32.6200,-91.7600,0,0,0,0,0,67,0,0,0,EG
731215,2023,01,02,2023-01-02,20:27:00,3,LA,22,0,52.0000,0,0,0,0,33.0134,-92.7195,33.0134,-92.7195,0,0,0,0,0,111,0,0,0,EG
731216,2023,01,02,2023-01-02,20:37:00,3,LA,22,0,52.0000,0,0,25000,0,32.9200,-91.6700,32.9200,-91.6700,0,0,0,0,0,67,0,0,0,EG
731217,2023,01,02,2023-01-02,20:40:00,3,AR,05,0,65.0000,0,0,0,0,33.2448,-92.6998,33.2448,-92.6998,0,0,0,0,0,139,0,0,0,EG
731218,2023,01,02,2023-01-02,21:55:00,3,AR,05,0,52.0000,0,0,5000,0,33.9300,-91.8400,33.9300,-91.8400,0,0,0,0,0,79,0,0,0,EG
731219,2023,01,02,2023-01-02,22:10:00,3,AR,05,0,56.0000,0,0,0,0,33.1133,-93.5341,33.1133,-93.5341,0,0,0,0,0,73,0,0,0,EG
731220,2023,01,02,2023-01-02,23:20:00,3,KY,21,0,56.0000,0,0,1000,0,36.8602,-88.2428,36.8602,-88.2428,0,0,0,0,0,157,0,0,0,EG
731221,2023,01,03,2023-01-03,01:46:00,3,TN,47,0,50.0000,0,0,5000,0,35.4000,-89.6900,35.4000,-89.6900,0,0,0,0,0,167,0,0,0,EG
731222,2023,01,03,2023-01-03,02:00:00,3,KY,21,0,51.0000,0,0,0,0,37.1293,-86.7484,37.1293,-86.7484,0,0,0,0,0,31,0,0,0,EG
731223,2023,01,03,2023-01-03,02:05:00,3,KY,21,0,51.0000,0,0,0,0,37.4478,-86.2903,37.4478,-86.2903,0,0,0,0,0,85,0,0,0,EG
731224,2023,01,03,2023-01-03,03:20:00,3,KY,21,0,51.0000,0,0,0,0,37.4900,-85.8500,37.4900,-85.8500,0,0,0,0,0,123,0,0,0,EG
731225,2023,01,03,2023-01-03,03:25:00,3,KY,21,0,51.0000,0,0,0,0,37.5422,-85.7783,37.5422,-85.7783,0,0,0,0,0,123,0,0,0,EG
731226,2023,01,03,2023-01-03,03:30:00,3,KY,21,0,56.0000,0,0,6000,0,37.0134,-87.7202,37.0134,-87.7202,0,0,0,0,0,47,0,0,0,EG
731227,2023,01,03,2023-01-03,03:45:00,3,TN,47,0,50.0000,0,0,5000,0,36.2600,-88.1700,36.2600,-88.1700,0,0,0,0,0,79,0,0,0,EG
731228,2023,01,03,2023-01-03,04:11:00,3,LA,22,0,52.0000,0,0,0,0,32.4906,-93.7381,32.4906,-93.7381,0,0,0,0,0,17,0,0,0,EG
731229,2023,01,03,2023-01-03,04:21:00,3,LA,22,0,56.0000,0,0,0,0,32.3748,-93.6467,32.3748,-93.6467,0,0,0,0,0,17,0,0,0,EG
731230,2023,01,03,2023-01-03,04:25:00,3,LA,22,0,56.0000,0,0,0,0,32.3595,-93.5609,32.3595,-93.5609,0,0,0,0,0,15,0,0,0,EG
731231,2023,01,03,2023-01-03,04:25:00,3,KY,21,0,56.0000,0,0,5000,0,36.7466,-87.5199,36.7466,-87.5199,0,0,0,0,0,47,0,0,0,EG
731232,2023,01,03,2023-01-03,05:01:00,3,KY,21,0,56.0000,0,0,6000,0,36.8779,-87.1500,36.8779,-87.1500,0,0,0,0,0,219,0,0,0,EG
731233,2023,01,03,2023-01-03,05:30:00,3,TN,47,0,50.0000,0,0,10000,0,36.2866,-87.3456,36.2866,-87.3456,0,0,0,0,0,43,0,0,0,EG
731234,2023,01,03,2023-01-03,06:06:00,3,OH,39,0,45.0000,0,0,250,0,39.2279,-84.1954,39.2279,-84.1954,0,0,0,0,0,25,0,0,0,EG
731235,2023,01,03,2023-01-03,06:07:00,3,OH,39,0,45.0000,0,0,1000,0,38.8929,-84.0515,38.8929,-84.0515,0,0,0,0,0,25,0,0,0,EG
731236,2023,01,03,2023-01-03,06:38:00,3,MS,28,0,60.0000,0,0,0,0,33.9300,-90.7900,33.9300,-90.7900,0,0,0,0,0,11,0,0,0,MG
731237,2023,01,03,2023-01-03,06:44:00,3,KY,21,0,51.0000,0,0,0,0,37.5415,-85.7755,37.5415,-85.7755,0,0,0,0,0,123,0,0,0,EG
731238,2023,01,03,2023-01-03,06:49:00,3,MS,28,0,52.0000,0,0,3000,0,33.7500,-90.7200,33.7500,-90.7200,0,0,0,0,0,11,0,0,0,EG
731239,2023,01,03,2023-01-03,07:10:00,3,OH,39,0,45.0000,0,0,1000,0,38.8587,-83.0501,38.8587,-83.0501,0,0,0,0,0,145,0,0,0,EG
731240,2023,01,03,2023-01-03,07:34:00,3,AR,05,0,52.0000,0,0,2000,0,33.4500,-91.3100,33.4500,-91.3100,0,0,0,0,0,17,0,0,0,EG
731241,2023,01,03,2023-01-03,07:35:00,3,AR,05,0,52.0000,0,0,25000,0,33.2100,-91.2900,33.2100,-91.2900,0,0,0,0,0,17,0,0,0,EG
731242,2023,01,03,2023-01-03,07:45:00,3,AR,05,0,52.0000,0,0,20000,0,33.1600,-91.2800,33.1600,-91.2800,0,0,0,0,0,17,0,0,0,EG
731243,2023,01,03,2023-01-03,10:32:00,3,MS,28,0,52.0000,0,0,5000,0,33.5600,-89.2700,33.5600,-89.2700,0,0,0,0,0,155,0,0,0,EG
731244,2023,01,03,2023-01-03,10:45:00,3,TN,47,0,50.0000,0,0,10000,0,35.6200,-86.5900,35.6200,-86.5900,0,0,0,0,0,3,0,0,0,EG
731245,2023,01,03,2023-01-03,10:45:00,3,AL,01,0,52.0000,0,0,1000,0,34.6439,-87.8911,34.6439,-87.8911,0,0,0,0,0,33,0,0,0,EG
731246,2023,01,03,2023-01-03,10:45:00,3,AL,01,0,52.0000,0,0,2000,0,34.5400,-88.0000,34.5400,-88.0000,0,0,0,0,0,59,0,0,0,EG
731247,2023,01,03,2023-01-03,10:50:00,3,AL,01,0,61.0000,0,0,10000,0,34.5300,-87.8500,34.5300,-87.8500,0,0,0,0,0,59,0,0,0,EG
731248,2023,01,03,2023-01-03,10:59:00,3,TN,47,0,50.0000,0,0,15000,0,35.6551,-86.4037,35.6551,-86.4037,0,0,0,0,0,149,0,0,0,EG
731249,2023,01,03,2023-01-03,11:04:00,3,AL,01,0,52.0000,0,0,2000,0,34.8600,-87.3400,34.8600,-87.3400,0,0,0,0,0,77,0,0,0,EG
731250,2023,01,03,2023-01-03,11:11:00,3,AL,01,0,61.0000,0,0,5000,0,34.9000,-87.2800,34.9000,-87.2800,0,0,0,0,0,77,0,0,0,EG
731251,2023,01,03,2023-01-03,11:40:00,3,AL,01,0,52.0000,0,0,2000,0,34.8200,-86.9200,34.8200,-86.9200,0,0,0,0,0,83,0,0,0,EG
731252,2023,01,03,2023-01-03,11:50:00,3,AL,01,0,52.0000,0,0,1000,0,34.8000,-86.8800,34.8000,-86.8800,0,0,0,0,0,83,0,0,0,EG
731253,2023,01,03,2023-01-03,12:04:00,3,AL,01,0,61.0000,0,0,10000,0,34.8100,-86.7800,34.8100,-86.7800,0,0,0,0,0,89,0,0,0,EG
731254,2023,01,03,2023-01-03,12:08:00,3,AL,01,0,61.0000,0,0,0,0,34.8100,-86.7300,34.8100,-86.7300,0,0,0,0,0,89,0,0,0,EG
731255,2023,01,03,2023-01-03,12:16:00,3,AL,01,0,43.0000,0,0,200,0,34.5416,-86.7306,34.5416,-86.7306,0,0,0,0,0,103,0,0,0,EG
731256,2023,01,03,2023-01-03,12:22:00,3,TN,47,0,50.0000,0,0,25000,0,36.0226,-85.0433,36.0226,-85.0433,0,0,0,0,0,35,0,0,0,EG
731257,2023,01,03,2023-01-03,12:30:00,3,AL,01,0,43.0000,0,0,1000,0,34.3100,-86.8400,34.3100,-86.8400,0,0,0,0,0,103,0,0,0,EG
731258,2023,01,03,2023-01-03,12:34:00,3,AL,01,0,52.0000,0,0,1000,0,34.2400,-86.8800,34.2400,-86.8800,0,0,0,0,0,43,0,0,0,EG
731259,2023,01,03,2023-01-03,12:42:00,3,AL,01,0,52.0000,0,0,1000,0,34.2500,-86.7600,34.2500,-86.7600,0,0,0,0,0,43,0,0,0,EG
731260,2023,01,03,2023-01-03,13:28:00,3,GA,13,0,52.0000,0,0,0,0,34.8700,-85.5300,34.8700,-85.5300,0,0,0,0,0,83,0,0,0,EG
731261,2023,01,03,2023-01-03,13:32:00,3,TN,47,0,50.0000,0,0,0,0,35.0300,-85.2000,35.0300,-85.2000,0,0,0,0,0,65,0,0,0,MG
731262,2023,01,03,2023-01-03,13:41:00,3,GA,13,0,52.0000,0,0,0,0,34.7200,-85.5300,34.7200,-85.5300,0,0,0,0,0,83,0,0,0,EG
731263,2023,01,03,2023-01-03,13:50:00,3,TN,47,0,52.0000,0,0,0,0,35.1600,-84.8800,35.1600,-84.8800,0,0,0,0,0,11,0,0,0,EG
731264,2023,01,03,2023-01-03,13:55:00,3,TN,47,0,52.0000,0,0,0,0,35.4500,-84.5900,35.4500,-84.5900,0,0,0,0,0,107,0,0,0,EG
731265,2023,01,03,2023-01-03,14:00:00,3,TN,47,0,52.0000,0,0,0,0,36.0600,-83.8100,36.0600,-83.8100,0,0,0,0,0,93,0,0,0,EG
731266,2023,01,03,2023-01-03,14:06:00,3,TN,47,0,52.0000,0,0,0,0,35.5200,-84.3600,35.5200,-84.3600,0,0,0,0,0,123,0,0,0,EG
731267,2023,01,03,2023-01-03,14:10:00,3,TN,47,0,52.0000,0,0,0,0,35.9700,-83.6900,35.9700,-83.6900,0,0,0,0,0,93,0,0,0,EG
731268,2023,01,03,2023-01-03,14:10:00,3,TN,47,0,52.0000,0,0,0,0,35.1700,-84.6500,35.1700,-84.6500,0,0,0,0,0,139,0,0,0,EG
731269,2023,01,03,2023-01-03,14:20:00,3,TN,47,0,52.0000,0,0,0,0,35.3600,-84.2800,35.3600,-84.2800,0,0,0,0,0,123,0,0,0,EG
731270,2023,01,03,2023-01-03,14:24:00,3,AL,01,0,52.0000,0,0,0,0,31.6834,-87.8271,31.6834,-87.8271,0,0,0,0,0,25,0,0,0,EG
731271,2023,01,03,2023-01-03,14:25:00,3,TN,47,0,52.0000,0,0,0,0,36.1200,-83.4900,36.1200,-83.4900,0,0,0,0,0,89,0,0,0,EG
731272,2023,01,03,2023-01-03,14:28:00,3,AL,01,0,52.0000,0,0,0,0,31.7233,-87.7670,31.7233,-87.7670,0,0,0,0,0,25,0,0,0,EG
731273,2023,01,03,2023-01-03,14:30:00,3,AL,01,0,52.0000,0,0,0,0,31.7500,-87.7460,31.7500,-87.7460,0,0,0,0,0,25,0,0,0,EG
731274,2023,01,03,2023-01-03,14:40:00,3,TN,47,0,52.0000,0,0,0,0,36.3500,-83.0000,36.3500,-83.0000,0,0,0,0,0,73,0,0,0,EG
731275,2023,01,03,2023-01-03,14:54:00,3,NC,37,0,52.0000,0,0,0,0,35.1900,-83.9000,35.1900,-83.9000,0,0,0,0,0,39,0,0,0,EG
731276,2023,01,03,2023-01-03,15:15:00,3,TN,47,0,52.0000,0,0,0,0,36.4800,-82.5100,36.4800,-82.5100,0,0,0,0,0,163,0,0,0,EG
731277,2023,01,03,2023-01-03,15:15:00,3,NC,37,0,52.0000,0,0,0,0,35.0700,-83.8300,35.0700,-83.8300,0,0,0,0,0,43,0,0,0,EG
731278,2023,01,03,2023-01-03,15:45:00,3,GA,13,0,52.0000,0,0,0,0,33.9600,-85.3300,33.9600,-85.3300,0,0,0,0,0,233,0,0,0,EG
731279,2023,01,03,2023-01-03,15:50:00,3,VA,51,0,50.0000,0,0,3000,0,36.8700,-81.7700,36.8700,-81.7700,0,0,0,0,0,173,0,0,0,EG
731280,2023,01,03,2023-01-03,15:59:00,3,NC,37,0,60.0000,0,0,5000,0,36.3100,-81.8300,36.2300,-81.5600,0,0,0,0,0,189,0,0,0,EG
731281,2023,01,03,2023-01-03,16:00:00,3,GA,13,0,52.0000,0,0,0,0,34.0800,-85.1000,34.0800,-85.1000,0,0,0,0,0,233,0,0,0,EG
731282,2023,01,03,2023-01-03,16:05:00,3,GA,13,0,52.0000,0,0,0,0,34.0100,-85.0500,34.0100,-85.0500,0,0,0,0,0,233,0,0,0,EG
731283,2023,01,03,2023-01-03,16:12:00,3,GA,13,0,56.0000,0,0,0,0,33.5800,-85.0700,33.5800,-85.0700,0,0,0,0,0,45,0,0,0,EG
731284,2023,01,03,2023-01-03,16:14:00,3,GA,13,0,52.0000,0,0,0,0,33.5500,-85.0800,33.5500,-85.0800,0,0,0,0,0,45,0,0,0,EG
731285,2023,01,03,2023-01-03,16:35:00,3,GA,13,0,56.0000,0,0,0,0,33.6500,-84.5500,33.6500,-84.5500,0,0,0,0,0,121,0,0,0,EG
731286,2023,01,03,2023-01-03,17:22:00,3,MS,28,0,52.0000,0,0,15000,0,31.5400,-89.3600,31.5400,-89.3600,0,0,0,0,0,67,0,0,0,EG
731287,2023,01,03,2023-01-03,17:45:00,3,MS,28,0,52.0000,0,0,10000,0,31.2300,-89.8700,31.2300,-89.8700,0,0,0,0,0,91,0,0,0,EG
731288,2023,01,03,2023-01-03,18:00:00,3,GA,13,0,52.0000,0,0,0,0,32.8100,-83.6900,32.8100,-83.6900,0,0,0,0,0,21,0,0,0,EG
731289,2023,01,03,2023-01-03,18:34:00,3,AL,01,0,70.0000,0,0,0,0,33.9990,-87.1857,33.9990,-87.1857,0,0,0,0,0,127,0,0,0,EG
731290,2023,01,03,2023-01-03,19:32:00,3,MS,28,0,52.0000,0,0,10000,0,31.6700,-89.1200,31.6700,-89.1200,0,0,0,0,0,67,0,0,0,EG
731291,2023,01,03,2023-01-03,21:53:00,3,LA,22,0,52.0000,0,0,2000,0,30.8900,-89.8300,30.8900,-89.8300,0,0,0,0,0,117,0,0,0,EG
731292,2023,01,03,2023-01-03,22:46:00,3,MS,28,0,52.0000,0,0,10000,0,33.5200,-88.3400,33.5200,-88.3400,0,0,0,0,0,87,0,0,0,EG
731293,2023,01,03,2023-01-03,23:20:00,3,MS,28,0,52.0000,0,0,15000,0,31.9700,-88.8100,31.9700,-88.8100,0,0,0,0,0,23,0,0,0,EG
731294,2023,01,04,2023-01-04,00:20:00,3,SC,45,0,50.0000,0,0,0,0,33.8900,-79.2100,33.8900,-79.2100,0,0,0,0,0,51,0,0,0,EG
731295,2023,01,04,2023-01-04,00:39:00,3,AL,01,0,52.0000,0,0,0,0,31.7500,-87.9979,31.7500,-87.9979,0,0,0,0,0,25,0,0,0,EG
731296,2023,01,04,2023-01-04,01:35:00,3,AL,01,0,52.0000,0,0,0,0,31.2200,-88.3200,31.2200,-88.3200,0,0,0,0,0,129,0,0,0,MG
731297,2023,01,04,2023-01-04,02:44:00,3,GA,13,0,52.0000,0,0,0,0,34.3400,-84.5900,34.3400,-84.5900,0,0,0,0,0,57,0,0,0,EG
731298,2023,01,04,2023-01-04,04:17:00,3,GA,13,0,52.0000,0,0,0,0,33.7000,-84.9000,33.7000,-84.9000,0,0,0,0,0,97,0,0,0,EG
731299,2023,01,04,2023-01-04,04:17:00,3,GA,13,0,56.0000,0,0,0,0,33.8800,-84.3000,33.8800,-84.3000,0,0,0,0,0,89,0,0,0,MG
731300,2023,01,04,2023-01-04,04:31:00,3,GA,13,0,52.0000,0,0,0,0,33.7400,-84.7300,33.7400,-84.7300,0,0,0,0,0,97,0,0,0,EG
731301,2023,01,04,2023-01-04,04:37:00,3,GA,13,0,52.0000,0,0,0,0,33.7800,-84.6300,33.7800,-84.6300,0,0,0,0,0,97,0,0,0,EG
731302,2023,01,04,2023-01-04,04:45:00,3,GA,13,0,52.0000,0,0,0,0,33.6100,-84.5800,33.6100,-84.5800,0,0,0,0,0,121,0,0,0,EG
731303,2023,01,04,2023-01-04,04:55:00,3,GA,13,0,56.0000,0,0,0,0,33.1800,-84.4200,33.1800,-84.4200,0,0,0,0,0,231,0,0,0,EG
731304,2023,01,04,2023-01-04,04:59:00,3,AL,01,0,53.0000,0,0,0,0,31.3134,-86.4065,31.3134,-86.4065,0,0,0,0,0,39,0,0,0,MG
731305,2023,01,04,2023-01-04,05:27:00,3,AL,01,0,50.0000,0,0,0,0,31.5100,-85.8900,31.5100,-85.8900,0,0,0,0,0,31,0,0,0,EG
731306,2023,01,04,2023-01-04,05:45:00,3,AL,01,0,50.0000,0,0,0,0,31.4400,-86.1800,31.4400,-86.1800,0,0,0,0,0,31,0,0,0,EG
731307,2023,01,04,2023-01-04,06:05:00,3,AL,01,0,50.0000,0,0,0,0,31.5900,-85.5400,31.5900,-85.5400,0,0,0,0,0,45,0,0,0,EG
731308,2023,01,04,2023-01-04,06:15:00,3,GA,13,0,52.0000,0,0,0,0,32.7523,-84.1594,32.7523,-84.1594,0,0,0,0,0,79,0,0,0,EG
731309,2023,01,04,2023-01-04,06:45:00,3,FL,12,0,50.0000,0,0,0,0,30.7500,-86.2300,30.7500,-86.2300,0,0,0,0,0,131,0,0,0,EG
731310,2023,01,04,2023-01-04,07:00:00,3,FL,12,0,50.0000,0,0,2000,0,30.9800,-85.8700,30.9800,-85.8700,0,0,0,0,0,59,0,0,0,EG
731311,2023,01,04,2023-01-04,07:26:00,3,GA,13,0,52.0000,0,0,0,0,33.1400,-83.2200,33.1400,-83.2200,0,0,0,0,0,9,0,0,0,EG
731312,2023,01,04,2023-01-04,07:30:00,3,FL,12,0,50.0000,0,0,2000,0,30.7400,-85.5900,30.7400,-85.5900,0,0,0,0,0,133,0,0,0,EG
731313,2023,01,04,2023-01-04,07:38:00,3,GA,13,0,50.0000,0,0,2000,0,31.3700,-84.9300,31.3700,-84.9300,0,0,0,0,0,99,0,0,0,EG
731314,2023,01,04,2023-01-04,07:38:00,3,GA,13,0,50.0000,0,0,2000,0,31.3700,-84.9400,31.3700,-84.9400,0,0,0,0,0,99,0,0,0,EG
731315,2023,01,04,2023-01-04,07:41:00,3,FL,12,0,50.0000,0,0,0,0,30.6700,-85.1800,30.6700,-85.1800,0,0,0,0,0,63,0,0,0,EG
731316,2023,01,04,2023-01-04,07:41:00,3,FL,12,0,50.0000,0,0,0,0,30.5900,-85.1800,30.5900,-85.1800,0,0,0,0,0,63,0,0,0,EG
731317,2023,01,04,2023-01-04,07:42:00,3,FL,12,0,50.0000,0,0,0,0,30.7100,-85.1900,30.7100,-85.1900,0,0,0,0,0,63,0,0,0,EG
731318,2023,01,04,2023-01-04,07:50:00,3,SC,45,0,50.0000,0,0,0,0,33.9723,-82.4687,33.9723,-82.4687,0,0,0,0,0,65,0,0,0,EG
731319,2023,01,04,2023-01-04,08:00:00,3,SC,45,0,50.0000,0,0,0,0,34.6110,-81.2000,34.7960,-80.9590,0,0,0,0,0,23,0,0,0,EG
731320,2023,01,04,2023-01-04,08:16:00,3,GA,13,0,52.0000,0,0,0,0,33.1571,-82.4563,33.1571,-82.4563,0,0,0,0,0,163,0,0,0,EG
731321,2023,01,04,2023-01-04,08:18:00,3,GA,13,0,61.0000,0,0,0,0,33.1000,-82.4200,33.1000,-82.4200,0,0,0,0,0,163,0,0,0,EG
731322,2023,01,04,2023-01-04,08:20:00,3,GA,13,0,50.0000,0,0,2000,0,31.0400,-84.8800,31.0400,-84.8800,0,0,0,0,0,253,0,0,0,EG
731323,2023,01,04,2023-01-04,08:25:00,3,GA,13,0,50.0000,0,0,0,0,31.0600,-84.8200,31.0600,-84.8200,0,0,0,0,0,253,0,0,0,EG
731324,2023,01,04,2023-01-04,08:25:00,3,FL,12,0,50.0000,0,0,0,0,30.4300,-85.1800,30.4300,-85.1800,0,0,0,0,0,13,0,0,0,EG
731325,2023,01,04,2023-01-04,08:25:00,3,GA,13,0,50.0000,0,0,0,0,33.4200,-82.3300,33.4200,-82.3300,0,0,0,0,0,73,0,0,0,EG
731326,2023,01,04,2023-01-04,08:30:00,3,FL,12,0,50.0000,0,0,0,0,29.7100,-85.3000,29.7100,-85.3000,0,0,0,0,0,45,0,0,0,EG
731327,2023,01,04,2023-01-04,08:32:00,3,GA,13,0,55.0000,0,0,0,0,33.1500,-82.1700,33.1500,-82.1700,0,0,0,0,0,33,0,0,0,EG
731328,2023,01,04,2023-01-04,08:40:00,3,GA,13,0,60.0000,0,0,0,0,33.3177,-82.0992,33.3177,-82.0992,0,0,0,0,0,245,0,0,0,EG
731329,2023,01,04,2023-01-04,08:41:00,3,GA,13,0,78.0000,0,0,0,0,33.2044,-82.0518,33.2446,-81.9311,0,0,0,0,0,33,0,0,0,EG
731330,2023,01,04,2023-01-04,08:45:00,3,GA,13,0,65.0000,0,0,0,0,33.1575,-81.9619,33.1575,-81.9619,0,0,0,0,0,33,0,0,0,EG
731331,2023,01,04,2023-01-04,08:55:00,3,SC,45,0,60.0000,0,0,0,0,33.3260,-81.7797,33.3260,-81.7797,0,0,0,0,0,3,0,0,0,EG
731332,2023,01,04,2023-01-04,09:10:00,3,GA,13,0,50.0000,0,0,0,0,30.8100,-84.0100,30.8100,-84.0100,0,0,0,0,0,275,0,0,0,EG
731333,2023,01,04,2023-01-04,09:15:00,3,GA,13,0,50.0000,0,0,0,0,31.6700,-84.0800,31.6700,-84.0800,0,0,0,0,0,177,0,0,0,EG
731334,2023,01,04,2023-01-04,09:16:00,3,SC,45,0,55.0000,0,0,0,0,33.5700,-81.5400,33.5700,-81.5400,0,0,0,0,0,3,0,0,0,EG
731335,2023,01,04,2023-01-04,09:20:00,3,GA,13,0,50.0000,0,0,0,0,30.8700,-84.0000,30.8700,-84.0000,0,0,0,0,0,275,0,0,0,EG
731336,2023,01,04,2023-01-04,09:20:00,3,FL,12,0,50.0000,0,0,0,0,30.2300,-84.3000,30.2300,-84.3000,0,0,0,0,0,129,0,0,0,EG
731337,2023,01,04,2023-01-04,09:31:00,3,SC,45,0,78.0000,0,0,0,0,33.3452,-81.3173,33.3568,-81.3021,0,0,0,0,0,11,0,0,0,EG
731338,2023,01,04,2023-01-04,09:33:00,3,SC,45,0,55.0000,0,0,0,0,33.5700,-81.3000,33.5700,-81.3000,0,0,0,0,0,3,0,0,0,EG
731339,2023,01,04,2023-01-04,09:33:00,3,SC,45,0,65.0000,0,0,0,0,33.3700,-81.2700,33.3700,-81.2700,0,0,0,0,0,11,0,0,0,EG
731340,2023,01,04,2023-01-04,09:51:00,3,GA,13,0,65.0000,0,0,0,0,31.3500,-83.5300,31.3500,-83.5300,0,0,0,0,0,277,0,0,0,EG
731341,2023,01,04,2023-01-04,10:00:00,3,SC,45,0,60.0000,0,0,0,0,33.3913,-80.8848,33.3913,-80.8848,0,0,0,0,0,75,0,0,0,EG
731342,2023,01,04,2023-01-04,10:29:00,3,GA,13,0,50.0000,0,0,0,0,32.3800,-81.3300,32.3800,-81.3300,0,0,0,0,0,103,0,0,0,EG
731343,2023,01,04,2023-01-04,10:35:00,3,FL,12,0,50.0000,0,0,0,0,30.5300,-83.5800,30.5300,-83.5800,0,0,0,0,0,79,0,0,0,EG
