om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
672438,2023,04,04,2023-04-04,21:00:00,3,WI,55,0,1.25,0,0,0,0,42.5900,-89.5300,42.5900,-89.5300,0,0,0,0,0,45,0,0,0
672439,2023,04,04,2023-04-04,21:03:00,3,WI,55,0,1.50,0,0,0,0,43.0000,-90.0700,43.0000,-90.0700,0,0,0,0,0,49,0,0,0
672440,2023,04,04,2023-04-04,21:10:00,3,WI,55,0,1.25,0,0,0,0,42.8600,-89.2900,42.8600,-89.2900,0,0,0,0,0,25,0,0,0
672441,2023,04,04,2023-04-04,21:17:00,3,WI,55,0,1.25,0,0,0,0,42.8400,-89.2100,42.8400,-89.2100,0,0,0,0,0,105,0,0,0
672442,2023,04,04,2023-04-04,21:25:00,3,KS,20,0,1.25,0,0,1000,0,37.7500,-97.2500,37.7500,-97.2500,0,0,0,0,0,173,0,0,0
672443,2023,04,04,2023-04-04,21:34:00,3,WI,55,0,1.50,0,0,0,0,42.9800,-89.0300,42.9800,-89.0300,0,0,0,0,0,25,0,0,0
672444,2023,04,04,2023-04-04,21:39:00,3,KS,20,0,1.00,0,0,0,0,37.5800,-97.1300,37.5800,-97.1300,0,0,0,0,0,15,0,0,0
672445,2023,04,04,2023-04-04,21:45:00,3,WI,55,0,1.00,0,0,0,0,42.9300,-88.8400,42.9300,-88.8400,0,0,0,0,0,55,0,0,0
672446,2023,04,04,2023-04-04,21:52:00,3,WI,55,0,1.00,0,0,0,0,43.4800,-89.9200,43.4800,-89.9200,0,0,0,0,0,111,0,0,0
672447,2023,04,04,2023-04-04,21:54:00,3,IA,19,0,1.75,0,0,0,0,42.4700,-91.9000,42.4700,-91.9000,0,0,0,0,0,19,0,0,0
672448,2023,04,04,2023-04-04,22:20:00,3,WI,55,0,1.00,0,0,0,0,43.0700,-87.8700,43.0700,-87.8700,0,0,0,0,0,79,0,0,0
672449,2023,04,04,2023-04-04,22:30:00,3,KS,20,0,1.00,0,0,0,0,37.6300,-96.2300,37.6300,-96.2300,0,0,0,0,0,73,0,0,0
672450,2023,04,04,2023-04-04,22:49:00,3,KS,20,0,1.00,0,0,0,0,37.6900,-95.8500,37.6900,-95.8500,0,0,0,0,0,205,0,0,0
672451,2023,04,04,2023-04-04,22:52:00,3,KS,20,0,1.00,0,0,0,0,37.8000,-95.9100,37.8000,-95.9100,0,0,0,0,0,207,0,0,0
672452,2023,04,04,2023-04-04,23:20:00,3,KS,20,0,1.25,0,0,0,0,37.9300,-95.4000,37.9300,-95.4000,0,0,0,0,0,1,0,0,0
672453,2023,04,04,2023-04-04,23:57:00,3,IA,19,0,1.00,0,0,0,0,42.1100,-91.2900,42.1100,-91.2900,0,0,0,0,0,105,0,0,0
672454,2023,04,05,2023-04-05,00:00:00,3,IA,19,0,1.00,0,0,0,0,42.1300,-91.2700,42.1300,-91.2700,0,0,0,0,0,105,0,0,0
672455,2023,04,05,2023-04-05,00:09:00,3,MO,29,0,1.00,0,0,0,0,38.4005,-94.3489,38.4005,-94.3489,0,0,0,0,0,13,0,0,0
672456,2023,04,05,2023-04-05,00:19:00,3,MO,29,0,1.00,0,0,0,0,39.3697,-94.3624,39.3697,-94.3624,0,0,0,0,0,47,0,0,0
672457,2023,04,05,2023-04-05,00:25:00,3,IA,19,0,1.00,0,0,0,0,41.6500,-91.5700,41.6500,-91.5700,0,0,0,0,0,103,0,0,0
672458,2023,04,05,2023-04-05,00:27:00,3,OK,40,0,0.75,0,0,0,0,36.1768,-97.0772,36.1768,-97.0772,0,0,0,0,0,119,0,0,0
672459,2023,04,05,2023-04-05,00:32:00,3,OK,40,0,0.75,0,0,0,0,36.1141,-97.0708,36.1141,-97.0708,0,0,0,0,0,119,0,0,0
672460,2023,04,05,2023-04-05,00:35:00,3,MO,29,0,2.00,0,0,0,0,38.5893,-93.8588,38.5893,-93.8588,0,0,0,0,0,101,0,0,0
672461,2023,04,05,2023-04-05,00:43:00,3,MO,29,0,1.00,0,0,0,0,38.6696,-93.7381,38.6696,-93.7381,0,0,0,0,0,101,0,0,0
672462,2023,04,05,2023-04-05,00:44:00,3,KS,20,0,1.25,0,0,0,0,37.2300,-95.7100,37.2300,-95.7100,0,0,0,0,0,125,0,0,0
672463,2023,04,05,2023-04-05,00:47:00,3,MO,29,0,1.00,0,0,0,0,38.7378,-93.7294,38.7378,-93.7294,0,0,0,0,0,101,0,0,0
672464,2023,04,05,2023-04-05,00:47:00,3,MO,29,0,1.00,0,0,0,0,38.5877,-93.6961,38.5877,-93.6961,0,0,0,0,0,101,0,0,0
672465,2023,04,05,2023-04-05,00:52:00,3,MO,29,0,1.25,0,0,0,0,38.7264,-93.5593,38.7264,-93.5593,0,0,0,0,0,101,0,0,0
672466,2023,04,05,2023-04-05,00:55:00,3,MO,29,0,1.00,0,0,0,0,38.7685,-93.5569,38.7685,-93.5569,0,0,0,0,0,101,0,0,0
672467,2023,04,05,2023-04-05,00:56:00,3,MO,29,0,1.50,0,0,0,0,38.7683,-93.5398,38.7683,-93.5398,0,0,0,0,0,101,0,0,0
672468,2023,04,05,2023-04-05,01:03:00,3,MI,26,0,1.00,0,0,0,0,42.6000,-83.1600,42.6000,-83.1600,0,0,0,0,0,125,0,0,0
672469,2023,04,05,2023-04-05,01:09:00,3,MO,29,0,1.00,0,0,0,0,38.8046,-93.3012,38.8046,-93.3012,0,0,0,0,0,159,0,0,0
672470,2023,04,05,2023-04-05,01:27:00,3,MO,29,0,0.75,0,0,0,0,37.8600,-94.3500,37.8600,-94.3500,0,0,0,0,0,217,0,0,0
672471,2023,04,05,2023-04-05,01:27:00,3,KS,20,0,1.00,0,0,0,0,37.5100,-94.9900,37.5100,-94.9900,0,0,0,0,0,37,0,0,0
672472,2023,04,05,2023-04-05,01:35:00,3,MO,29,0,1.00,0,0,0,0,37.8200,-94.4400,37.8200,-94.4400,0,0,0,0,0,217,0,0,0
672473,2023,04,05,2023-04-05,01:41:00,3,AR,05,0,2.50,0,0,0,0,36.2300,-91.6100,36.2300,-91.6100,0,0,0,0,0,135,0,0,0
672474,2023,04,05,2023-04-05,01:44:00,3,MO,29,0,1.25,0,0,0,0,38.3689,-93.7821,38.3689,-93.7821,0,0,0,0,0,83,0,0,0
672475,2023,04,05,2023-04-05,01:46:00,3,AR,05,0,2.00,0,0,0,0,36.3000,-91.5700,36.3000,-91.5700,0,0,0,0,0,49,0,0,0
672476,2023,04,05,2023-04-05,01:50:00,3,AR,05,0,1.00,0,0,0,0,36.2000,-91.1800,36.2000,-91.1800,0,0,0,0,0,75,0,0,0
672477,2023,04,05,2023-04-05,01:54:00,3,KS,20,0,1.00,0,0,0,0,37.1700,-95.0600,37.1700,-95.0600,0,0,0,0,0,21,0,0,0
672478,2023,04,05,2023-04-05,01:55:00,3,KS,20,0,1.00,0,0,0,0,37.1600,-95.1100,37.1600,-95.1100,0,0,0,0,0,99,0,0,0
672479,2023,04,05,2023-04-05,02:08:00,3,KS,20,0,1.25,0,0,0,0,37.2800,-94.8400,37.2800,-94.8400,0,0,0,0,0,21,0,0,0
672480,2023,04,05,2023-04-05,02:13:00,3,KS,20,0,1.00,0,0,0,0,37.3800,-94.6900,37.3800,-94.6900,0,0,0,0,0,37,0,0,0
672481,2023,04,05,2023-04-05,02:13:00,3,KS,20,0,1.00,0,0,0,0,37.3800,-94.7100,37.3800,-94.7100,0,0,0,0,0,37,0,0,0
672482,2023,04,05,2023-04-05,02:13:00,3,KS,20,0,0.75,0,0,0,0,37.3900,-94.6900,37.3900,-94.6900,0,0,0,0,0,37,0,0,0
672483,2023,04,05,2023-04-05,02:45:00,3,OK,40,0,0.75,0,0,0,0,36.4300,-95.3900,36.4300,-95.3900,0,0,0,0,0,97,0,0,0
672484,2023,04,05,2023-04-05,03:00:00,3,MO,29,0,1.00,0,0,0,0,37.8600,-94.0200,37.8600,-94.0200,0,0,0,0,0,39,0,0,0
672485,2023,04,05,2023-04-05,03:00:00,3,AR,05,0,1.00,0,0,0,0,36.3100,-91.2200,36.3100,-91.2200,0,0,0,0,0,121,0,0,0
672486,2023,04,05,2023-04-05,03:10:00,3,KS,20,0,1.00,0,0,0,0,37.0800,-94.7100,37.0800,-94.7100,0,0,0,0,0,21,0,0,0
672487,2023,04,05,2023-04-05,03:19:00,3,MO,29,0,1.00,0,0,0,0,37.1900,-94.4700,37.1900,-94.4700,0,0,0,0,0,97,0,0,0
672488,2023,04,05,2023-04-05,03:19:00,3,IA,19,0,1.00,0,0,0,0,42.1200,-90.6800,42.1200,-90.6800,0,0,0,0,0,97,0,0,0
672489,2023,04,05,2023-04-05,03:28:00,3,MO,29,0,1.00,0,0,0,0,38.5618,-92.2669,38.5855,-92.1796,0,0,0,0,0,51,0,0,0
672490,2023,04,05,2023-04-05,03:36:00,3,MO,29,0,1.00,0,0,0,0,36.8100,-94.3900,36.8100,-94.3900,0,0,0,0,0,145,0,0,0
672491,2023,04,05,2023-04-05,03:38:00,3,MO,29,0,1.00,0,0,0,0,38.6725,-92.1276,38.6725,-92.1276,0,0,0,0,0,27,0,0,0
672492,2023,04,05,2023-04-05,03:40:00,3,MO,29,0,1.00,0,0,0,0,39.1000,-91.6500,39.1000,-91.6500,0,0,0,0,0,7,0,0,0
672493,2023,04,05,2023-04-05,04:05:00,3,IL,17,0,1.00,0,0,0,0,42.4600,-89.9400,42.4600,-89.9400,0,0,0,0,0,85,0,0,0
672494,2023,04,05,2023-04-05,04:06:00,3,MO,29,0,1.25,0,0,0,0,37.6100,-93.4700,37.6100,-93.4700,0,0,0,0,0,167,0,0,0
672495,2023,04,05,2023-04-05,04:10:00,3,IL,17,0,1.50,0,0,0,0,42.4600,-89.9400,42.4600,-89.9400,0,0,0,0,0,85,0,0,0
672496,2023,04,05,2023-04-05,04:49:00,3,WI,55,0,0.88,0,0,0,0,42.6600,-89.2800,42.6600,-89.2800,0,0,0,0,0,105,0,0,0
672497,2023,04,05,2023-04-05,04:51:00,3,MO,29,0,1.00,0,0,0,0,36.6300,-93.3400,36.6300,-93.3400,0,0,0,0,0,209,0,0,0
672498,2023,04,05,2023-04-05,04:57:00,3,MO,29,0,1.00,0,0,0,0,37.0300,-93.4400,37.0300,-93.4400,0,0,0,0,0,43,0,0,0
672499,2023,04,05,2023-04-05,05:02:00,3,AR,05,0,0.75,0,0,0,0,36.3393,-94.1819,36.3393,-94.1819,0,0,0,0,0,7,0,0,0
672500,2023,04,05,2023-04-05,05:04:00,3,AR,05,0,1.00,0,0,0,0,36.2990,-94.2300,36.2990,-94.2300,0,0,0,0,0,7,0,0,0
672501,2023,04,05,2023-04-05,05:06:00,3,MO,29,0,1.00,0,0,500000,0,36.5200,-93.2700,36.5200,-93.2700,0,0,0,0,0,213,0,0,0
672502,2023,04,05,2023-04-05,05:07:00,3,AR,05,0,0.75,0,0,0,0,36.3266,-94.2200,36.3266,-94.2200,0,0,0,0,0,7,0,0,0
672503,2023,04,05,2023-04-05,05:09:00,3,AR,05,0,0.75,0,0,0,0,36.3505,-94.1454,36.3505,-94.1454,0,0,0,0,0,7,0,0,0
672504,2023,04,05,2023-04-05,05:10:00,3,AR,05,0,0.75,0,0,0,0,36.3011,-94.1200,36.3011,-94.1200,0,0,0,0,0,7,0,0,0
672505,2023,04,05,2023-04-05,05:15:00,3,MO,29,0,2.00,0,0,50000,0,36.6300,-93.1300,36.6300,-93.1300,0,0,0,0,0,213,0,0,0
672506,2023,04,05,2023-04-05,05:22:00,3,IL,17,0,0.88,0,0,0,0,40.1258,-88.2579,40.1258,-88.2579,0,0,0,0,0,19,0,0,0
672507,2023,04,05,2023-04-05,05:29:00,3,MO,29,0,1.00,0,0,0,0,37.1200,-93.1200,37.1200,-93.1200,0,0,0,0,0,77,0,0,0
672508,2023,04,05,2023-04-05,05:29:00,3,AR,05,0,0.75,0,0,0,0,36.1500,-94.1200,36.1500,-94.1200,0,0,0,0,0,143,0,0,0
672509,2023,04,05,2023-04-05,05:30:00,3,IL,17,0,0.75,0,0,0,0,40.4735,-89.4491,40.4735,-89.4491,0,0,0,0,0,179,0,0,0
672510,2023,04,05,2023-04-05,05:52:00,3,WI,55,0,0.75,0,0,0,0,43.0100,-88.0300,43.0100,-88.0300,0,0,0,0,0,79,0,0,0
672511,2023,04,05,2023-04-05,06:05:00,3,AR,05,0,1.00,0,0,0,0,35.4800,-94.2300,35.4800,-94.2300,0,0,0,0,0,33,0,0,0
672512,2023,04,05,2023-04-05,06:08:00,3,MO,29,0,1.25,0,0,0,0,36.7400,-93.0300,36.7400,-93.0300,0,0,0,0,0,213,0,0,0
672513,2023,04,05,2023-04-05,06:10:00,3,MO,29,0,1.00,0,0,0,0,37.8400,-91.7200,37.8400,-91.7200,0,0,0,0,0,161,0,0,0
672514,2023,04,05,2023-04-05,06:10:00,3,IN,18,0,0.75,0,0,0,0,41.1900,-86.9000,41.1900,-86.9000,0,0,0,0,0,149,0,0,0
672515,2023,04,05,2023-04-05,06:29:00,3,AR,05,0,0.75,0,0,0,0,35.2311,-94.2373,35.2311,-94.2373,0,0,0,0,0,131,0,0,0
672516,2023,04,05,2023-04-05,06:30:00,3,AR,05,0,1.00,0,0,0,0,35.1936,-94.2640,35.1936,-94.2640,0,0,0,0,0,131,0,0,0
672517,2023,04,05,2023-04-05,06:40:00,3,OK,40,0,0.75,0,0,0,0,34.6700,-94.7700,34.6700,-94.7700,0,0,0,0,0,79,0,0,0
672518,2023,04,05,2023-04-05,06:50:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-92.4400,37.0000,-92.4400,0,0,0,0,0,67,0,0,0
672519,2023,04,05,2023-04-05,07:18:00,3,AR,05,0,1.00,0,0,0,0,36.2100,-92.9800,36.2100,-92.9800,0,0,0,0,0,9,0,0,0
672520,2023,04,05,2023-04-05,08:08:00,3,MO,29,0,1.00,0,0,0,0,38.1413,-90.5058,38.1413,-90.5058,0,0,0,0,0,99,0,0,0
672521,2023,04,05,2023-04-05,10:00:00,3,PR,72,0,0.25,0,0,1000,0,18.0497,-67.0402,18.0497,-67.0402,0,0,0,0,0,79,0,0,0
672522,2023,04,05,2023-04-05,11:29:00,3,LA,22,0,1.00,0,0,0,0,32.3094,-93.5148,32.3094,-93.5148,0,0,0,0,0,15,0,0,0
672523,2023,04,05,2023-04-05,11:30:00,3,LA,22,0,1.00,0,0,0,0,32.3141,-93.4932,32.3141,-93.4932,0,0,0,0,0,15,0,0,0
672524,2023,04,05,2023-04-05,13:15:00,3,TN,47,0,0.75,0,0,0,0,36.0000,-88.4200,36.0000,-88.4200,0,0,0,0,0,17,0,0,0
672525,2023,04,05,2023-04-05,13:34:00,3,LA,22,0,1.00,0,0,0,0,31.9142,-92.5030,31.9142,-92.5030,0,0,0,0,0,127,0,0,0
672526,2023,04,05,2023-04-05,15:03:00,3,TN,47,0,1.00,0,0,0,0,35.3600,-87.5618,35.3600,-87.5618,0,0,0,0,0,99,0,0,0
672527,2023,04,05,2023-04-05,15:15:00,3,MS,28,0,0.88,0,0,0,0,32.1700,-90.2800,32.1700,-90.2800,0,0,0,0,0,49,0,0,0
672528,2023,04,05,2023-04-05,15:47:00,3,MS,28,0,1.00,0,0,50000,0,32.3500,-90.0700,32.3500,-90.0700,0,0,0,0,0,121,0,0,0
672529,2023,04,05,2023-04-05,15:51:00,3,MS,28,0,1.00,0,0,50000,0,32.3700,-90.0300,32.3700,-90.0300,0,0,0,0,0,121,0,0,0
672530,2023,04,05,2023-04-05,15:53:00,3,MS,28,0,1.00,0,0,50000,0,32.4000,-90.0100,32.4000,-90.0100,0,0,0,0,0,121,0,0,0
672531,2023,04,05,2023-04-05,16:48:00,3,TX,48,0,1.00,0,0,0,0,31.6502,-95.0738,31.6502,-95.0738,0,0,0,0,0,73,0,0,0
672532,2023,04,05,2023-04-05,16:59:00,3,TX,48,0,1.00,0,0,0,0,29.6300,-95.7300,29.6300,-95.7300,0,0,0,0,0,157,0,0,0
672533,2023,04,05,2023-04-05,17:01:00,3,TX,48,0,1.50,0,0,0,0,29.7400,-95.8000,29.7400,-95.8000,0,0,0,0,0,157,0,0,0
672534,2023,04,05,2023-04-05,17:04:00,3,TX,48,0,1.00,0,0,0,0,29.8000,-95.8200,29.8000,-95.8200,0,0,0,0,0,201,0,0,0
672535,2023,04,05,2023-04-05,17:05:00,3,TX,48,0,2.00,0,0,0,0,29.8000,-95.7400,29.8000,-95.7400,0,0,0,0,0,201,0,0,0
672536,2023,04,05,2023-04-05,17:05:00,3,TX,48,0,1.50,0,0,0,0,29.8100,-95.7200,29.8100,-95.7200,0,0,0,0,0,201,0,0,0
672537,2023,04,05,2023-04-05,17:06:00,3,TX,48,0,2.00,0,0,0,0,29.7900,-95.7200,29.7900,-95.7200,0,0,0,0,0,201,0,0,0
672538,2023,04,05,2023-04-05,17:07:00,3,TX,48,0,1.00,0,0,0,0,29.6900,-95.6600,29.6900,-95.6600,0,0,0,0,0,157,0,0,0
672539,2023,04,05,2023-04-05,17:12:00,3,TX,48,0,2.00,0,0,0,0,29.7900,-95.7100,29.7900,-95.7100,0,0,0,0,0,201,0,0,0
672540,2023,04,05,2023-04-05,17:54:00,3,TX,48,0,0.88,0,0,0,0,31.8975,-95.0744,31.8975,-95.0744,0,0,0,0,0,73,0,0,0
672541,2023,04,05,2023-04-05,18:06:00,3,TX,48,0,1.00,0,0,0,0,28.8439,-96.9214,28.8439,-96.9214,0,0,0,0,0,469,0,0,0
672542,2023,04,05,2023-04-05,18:11:00,3,TX,48,0,1.50,0,0,0,0,28.8503,-96.8915,28.8503,-96.8915,0,0,0,0,0,469,0,0,0
672543,2023,04,05,2023-04-05,18:28:00,3,TX,48,0,1.00,0,0,0,0,30.4900,-95.5100,30.4900,-95.5100,0,0,0,0,0,339,0,0,0
672544,2023,04,05,2023-04-05,20:04:00,3,TX,48,0,1.00,0,0,0,0,32.3043,-94.1664,32.3043,-94.1664,0,0,0,0,0,365,0,0,0
672545,2023,04,05,2023-04-05,20:08:00,3,TX,48,0,1.00,0,0,0,0,29.6000,-96.3400,29.6000,-96.3400,0,0,0,0,0,89,0,0,0
672546,2023,04,05,2023-04-05,20:20:00,3,LA,22,0,1.00,0,0,0,0,32.4446,-93.9799,32.4446,-93.9799,0,0,0,0,0,17,0,0,0
672547,2023,04,05,2023-04-05,20:25:00,3,TX,48,0,1.00,0,0,0,0,27.2800,-98.7000,27.3120,-98.6712,0,0,0,0,0,247,0,0,0
672548,2023,04,05,2023-04-05,20:29:00,3,TX,48,0,0.88,0,0,0,0,29.7300,-97.4900,29.7300,-97.4900,0,0,0,0,0,55,0,0,0
672549,2023,04,05,2023-04-05,20:48:00,3,TX,48,0,0.88,0,0,0,0,29.1900,-98.1700,29.1900,-98.1700,0,0,0,0,0,493,0,0,0
672550,2023,04,05,2023-04-05,22:09:00,3,TX,48,0,0.88,0,0,0,0,29.1600,-98.2600,29.1600,-98.2600,0,0,0,0,0,493,0,0,0
672551,2023,04,05,2023-04-05,22:13:00,3,TX,48,0,1.25,0,0,0,0,29.8400,-97.8400,29.8400,-97.8400,0,0,0,0,0,55,0,0,0
672552,2023,04,05,2023-04-05,22:35:00,3,TX,48,0,1.00,0,0,0,0,29.3500,-98.0600,29.3500,-98.0600,0,0,0,0,0,493,0,0,0
672553,2023,04,05,2023-04-05,22:37:00,3,TX,48,0,0.75,0,0,0,0,29.2200,-98.2100,29.2200,-98.2100,0,0,0,0,0,493,0,0,0
672554,2023,04,05,2023-04-05,23:00:00,3,TX,48,0,1.25,0,0,0,0,29.5700,-97.9600,29.5700,-97.9600,0,0,0,0,0,187,0,0,0
672555,2023,04,06,2023-04-06,06:00:00,3,VI,78,0,0.25,0,0,1000,0,17.7457,-64.6237,17.7457,-64.6237,0,0,0,0,0,10,0,0,0
672556,2023,04,06,2023-04-06,11:13:00,3,MS,28,0,1.00,0,0,0,0,31.1300,-91.3800,31.1300,-91.3800,0,0,0,0,0,157,0,0,0
672557,2023,04,06,2023-04-06,12:40:00,3,VA,51,0,1.00,0,0,0,0,36.6800,-80.7200,36.6800,-80.7200,0,0,0,0,0,35,0,0,0
672558,2023,04,06,2023-04-06,12:53:00,3,VA,51,0,1.00,0,0,0,0,36.6800,-80.6500,36.6800,-80.6500,0,0,0,0,0,35,0,0,0
672559,2023,04,06,2023-04-06,13:15:00,3,VA,51,0,1.00,0,0,0,0,36.7400,-80.4500,36.7400,-80.4500,0,0,0,0,0,141,0,0,0
672560,2023,04,06,2023-04-06,13:52:00,3,VA,51,0,1.00,0,0,0,0,37.2000,-79.2000,37.2000,-79.2000,0,0,0,0,0,31,0,0,0
672561,2023,04,06,2023-04-06,14:01:00,3,MS,28,0,1.00,0,0,0,0,31.2000,-91.0200,31.2000,-91.0200,0,0,0,0,0,5,0,0,0
672562,2023,04,06,2023-04-06,14:05:00,3,NC,37,0,1.75,0,0,0,0,36.5300,-80.6000,36.5300,-80.6000,0,0,0,0,0,171,0,0,0
672563,2023,04,06,2023-04-06,14:05:00,3,NC,37,0,1.00,0,0,0,0,36.4981,-80.6063,36.4981,-80.6063,0,0,0,0,0,171,0,0,0
672564,2023,04,06,2023-04-06,14:09:00,3,VA,51,0,1.50,0,0,0,0,37.2200,-79.0500,37.2200,-79.0500,0,0,0,0,0,31,0,0,0
672565,2023,04,06,2023-04-06,14:25:00,3,VA,51,0,1.75,0,0,0,0,37.2200,-79.2400,37.2200,-79.2400,0,0,0,0,0,31,0,0,0
672566,2023,04,06,2023-04-06,14:26:00,3,NC,37,0,1.00,0,0,0,0,36.4500,-80.6900,36.4500,-80.6900,0,0,0,0,0,171,0,0,0
672567,2023,04,06,2023-04-06,14:30:00,3,GA,13,0,1.00,0,0,0,0,33.3258,-83.3879,33.3258,-83.3879,0,0,0,0,0,237,0,0,0
672568,2023,04,06,2023-04-06,14:35:00,3,NC,37,0,1.00,0,0,0,0,35.9240,-81.1900,35.9340,-81.1670,0,0,0,0,0,3,0,0,0
672569,2023,04,06,2023-04-06,14:36:00,3,NC,37,0,1.00,0,0,0,0,36.4900,-80.5900,36.4900,-80.5900,0,0,0,0,0,171,0,0,0
672570,2023,04,06,2023-04-06,14:41:00,3,VA,51,0,2.50,0,0,10000,0,37.2100,-79.0600,37.2100,-79.0600,0,0,0,0,0,31,0,0,0
672571,2023,04,06,2023-04-06,14:50:00,3,VA,51,0,1.75,0,0,0,0,37.2612,-78.6884,37.2612,-78.6884,0,0,0,0,0,11,0,0,0
672572,2023,04,06,2023-04-06,14:51:00,3,NC,37,0,1.00,0,0,0,0,35.9500,-81.0900,35.9500,-81.0900,0,0,0,0,0,3,0,0,0
672573,2023,04,06,2023-04-06,14:54:00,3,VA,51,0,1.75,0,0,1000,0,37.2500,-78.6500,37.2500,-78.6500,0,0,0,0,0,147,0,0,0
672574,2023,04,06,2023-04-06,14:54:00,3,VA,51,0,1.50,0,0,1000,0,37.2400,-78.6400,37.2400,-78.6400,0,0,0,0,0,147,0,0,0
672575,2023,04,06,2023-04-06,15:00:00,3,VA,51,0,1.75,0,0,3000,0,37.2400,-78.6100,37.2400,-78.6100,0,0,0,0,0,147,0,0,0
672576,2023,04,06,2023-04-06,15:09:00,3,VA,51,0,1.75,0,0,15000,0,36.5700,-80.0200,36.5700,-80.0200,0,0,0,0,0,89,0,0,0
672577,2023,04,06,2023-04-06,15:10:00,3,VA,51,0,2.00,0,0,0,0,36.6300,-79.9600,36.6300,-79.9600,0,0,0,0,0,89,0,0,0
672578,2023,04,06,2023-04-06,15:10:00,3,VA,51,0,1.50,0,0,0,0,37.2400,-78.5800,37.2400,-78.5800,0,0,0,0,0,147,0,0,0
672579,2023,04,06,2023-04-06,15:11:00,3,NC,37,0,1.00,0,0,0,0,35.9400,-80.9700,35.9400,-80.9700,0,0,0,0,0,97,0,0,0
672580,2023,04,06,2023-04-06,15:15:00,3,VA,51,0,1.75,0,0,0,0,37.0329,-79.2316,37.0329,-79.2316,0,0,0,0,0,143,0,0,0
672581,2023,04,06,2023-04-06,15:20:00,3,VA,51,0,1.75,0,0,0,0,36.6200,-79.9000,36.6200,-79.9000,0,0,0,0,0,89,0,0,0
672582,2023,04,06,2023-04-06,15:29:00,3,VA,51,0,1.00,0,0,0,0,37.2700,-78.4100,37.2700,-78.4100,0,0,0,0,0,147,0,0,0
672583,2023,04,06,2023-04-06,15:30:00,3,VA,51,0,1.25,0,0,0,0,37.2700,-78.4100,37.2700,-78.4100,0,0,0,0,0,147,0,0,0
672584,2023,04,06,2023-04-06,15:40:00,3,NC,37,0,0.75,0,0,0,0,35.9600,-80.7700,35.9600,-80.7700,0,0,0,0,0,97,0,0,0
672585,2023,04,06,2023-04-06,15:41:00,3,NC,37,0,0.88,0,0,0,0,35.9100,-80.2600,35.9100,-80.2600,0,0,0,0,0,57,0,0,0
672586,2023,04,06,2023-04-06,15:43:00,3,AL,01,0,1.00,0,0,0,0,32.3900,-86.2600,32.3900,-86.2600,0,0,0,0,0,101,0,0,0
672587,2023,04,06,2023-04-06,15:45:00,3,NC,37,0,0.75,0,0,0,0,36.0500,-80.1100,36.0500,-80.1100,0,0,0,0,0,67,0,0,0
672588,2023,04,06,2023-04-06,15:45:00,3,MD,24,0,1.25,0,0,0,0,38.4832,-76.7936,38.4832,-76.7936,0,0,0,0,0,37,0,0,0
672589,2023,04,06,2023-04-06,15:48:00,3,MD,24,0,1.75,0,0,0,0,38.4933,-76.7778,38.4933,-76.7778,0,0,0,0,0,37,0,0,0
672590,2023,04,06,2023-04-06,15:53:00,3,NC,37,0,0.88,0,0,0,0,36.1000,-80.0700,36.1000,-80.0700,0,0,0,0,0,67,0,0,0
672591,2023,04,06,2023-04-06,15:54:00,3,MD,24,0,1.75,0,0,100000,0,38.5295,-76.7811,38.5295,-76.7811,0,0,0,0,0,17,0,0,0
672592,2023,04,06,2023-04-06,15:56:00,3,VA,51,0,1.75,0,0,0,0,36.6200,-79.8600,36.6200,-79.8600,0,0,0,0,0,89,0,0,0
672593,2023,04,06,2023-04-06,15:58:00,3,MD,24,0,1.00,0,0,0,0,38.5390,-76.7287,38.5390,-76.7287,0,0,0,0,0,17,0,0,0
672594,2023,04,06,2023-04-06,16:04:00,3,VA,51,0,1.00,0,0,0,0,37.3000,-78.1000,37.3000,-78.1000,0,0,0,0,0,7,0,0,0
672595,2023,04,06,2023-04-06,16:04:00,3,NC,37,0,0.88,0,0,0,0,36.5100,-79.7400,36.5100,-79.7400,0,0,0,0,0,157,0,0,0
672596,2023,04,06,2023-04-06,16:05:00,3,MD,24,0,1.75,0,0,0,0,38.2892,-76.6376,38.2892,-76.6376,0,0,0,0,0,37,0,0,0
672597,2023,04,06,2023-04-06,16:11:00,3,MD,24,0,1.00,0,0,0,0,38.3008,-76.5601,38.3008,-76.5601,0,0,0,0,0,37,0,0,0
672598,2023,04,06,2023-04-06,16:11:00,3,VA,51,0,0.75,0,0,0,0,36.5600,-79.6700,36.5600,-79.6700,0,0,0,0,0,143,0,0,0
672599,2023,04,06,2023-04-06,16:19:00,3,NC,37,0,0.75,0,0,0,0,36.4990,-79.6346,36.4990,-79.6346,0,0,0,0,0,157,0,0,0
672600,2023,04,06,2023-04-06,16:40:00,3,TX,48,0,0.88,0,0,0,0,30.6600,-97.0000,30.6600,-97.0000,0,0,0,0,0,331,0,0,0
672601,2023,04,06,2023-04-06,17:10:00,3,MD,24,0,1.50,0,0,0,0,38.3200,-76.1300,38.3200,-76.1300,0,0,0,0,0,19,0,0,0
672602,2023,04,06,2023-04-06,17:10:00,3,VA,51,0,1.00,0,0,0,0,37.3000,-77.4400,37.3000,-77.4400,0,0,0,0,0,41,0,0,0
