om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
670961,2023,01,02,2023-01-02,16:33:00,3,OK,40,0,0.75,0,0,0,0,36.0500,-95.7800,36.0500,-95.7800,0,0,0,0,0,143,0,0,0
670962,2023,01,02,2023-01-02,17:49:00,3,OK,40,0,1.00,0,0,0,0,35.3465,-95.5772,35.3465,-95.5772,0,0,0,0,0,91,0,0,0
670963,2023,01,02,2023-01-02,17:55:00,3,OK,40,0,1.50,0,0,15000,0,35.4915,-95.4512,35.4915,-95.4512,0,0,0,0,0,91,0,0,0
670964,2023,01,02,2023-01-02,18:06:00,3,OK,40,0,0.88,0,0,0,0,35.5200,-95.4111,35.5200,-95.4111,0,0,0,0,0,91,0,0,0
670965,2023,01,02,2023-01-02,18:39:00,3,OK,40,0,1.00,0,0,0,0,35.8364,-95.1022,35.8364,-95.1022,0,0,0,0,0,21,0,0,0
670966,2023,01,02,2023-01-02,19:05:00,3,LA,22,0,1.00,0,0,0,0,32.4608,-92.2938,32.4608,-92.2938,0,0,0,0,0,73,0,0,0
670967,2023,01,03,2023-01-03,02:15:00,3,TX,48,0,1.50,0,0,0,0,31.7760,-94.8360,31.7760,-94.8360,0,0,0,0,0,347,0,0,0
670968,2023,01,03,2023-01-03,03:10:00,3,TX,48,0,1.00,0,0,0,0,32.1468,-94.3396,32.1468,-94.3396,0,0,0,0,0,365,0,0,0
670969,2023,01,03,2023-01-03,14:14:00,3,IL,17,0,1.00,0,0,0,0,42.0500,-88.2700,42.0500,-88.2700,0,0,0,0,0,89,0,0,0
670970,2023,01,03,2023-01-03,14:24:00,3,AL,01,0,1.00,0,0,0,0,32.3700,-86.2600,32.3700,-86.2600,0,0,0,0,0,101,0,0,0
670971,2023,01,03,2023-01-03,14:53:00,3,IL,17,0,1.00,0,0,0,0,42.3500,-87.8400,42.3500,-87.8400,0,0,0,0,0,97,0,0,0
670972,2023,01,03,2023-01-03,14:58:00,3,LA,22,0,1.00,0,0,0,0,31.3600,-91.9000,31.3600,-91.9000,0,0,0,0,0,25,0,0,0
670973,2023,01,03,2023-01-03,15:15:00,3,LA,22,0,1.00,0,0,0,0,31.4300,-91.7500,31.4300,-91.7500,0,0,0,0,0,29,0,0,0
670974,2023,01,03,2023-01-03,16:05:00,3,IL,17,0,0.88,0,0,0,0,39.5800,-89.5800,39.5800,-89.5800,0,0,0,0,0,167,0,0,0
670975,2023,01,03,2023-01-03,16:15:00,3,MS,28,0,1.00,0,0,0,0,31.6800,-91.1900,31.6800,-91.1900,0,0,0,0,0,63,0,0,0
670976,2023,01,03,2023-01-03,16:32:00,3,LA,22,0,1.00,0,0,0,0,30.8200,-92.6600,30.8200,-92.6600,0,0,0,0,0,3,0,0,0
670977,2023,01,03,2023-01-03,17:03:00,3,MS,28,0,1.25,0,0,0,0,31.5000,-91.4200,31.5000,-91.4200,0,0,0,0,0,1,0,0,0
670978,2023,01,03,2023-01-03,17:06:00,3,MS,28,0,1.75,0,0,0,0,31.5200,-91.3900,31.5200,-91.3900,0,0,0,0,0,1,0,0,0
670979,2023,01,03,2023-01-03,17:06:00,3,MS,28,0,1.00,0,0,0,0,31.5300,-91.3900,31.5300,-91.3900,0,0,0,0,0,1,0,0,0
670980,2023,01,03,2023-01-03,17:07:00,3,IL,17,0,1.75,0,0,0,0,40.2200,-88.7200,40.2200,-88.7200,0,0,0,0,0,39,0,0,0
670981,2023,01,03,2023-01-03,17:17:00,3,IL,17,0,1.50,0,0,0,0,40.2500,-88.6300,40.2500,-88.6300,0,0,0,0,0,39,0,0,0
670982,2023,01,03,2023-01-03,17:34:00,3,IL,17,0,0.88,0,0,0,0,40.4800,-88.9200,40.4800,-88.9200,0,0,0,0,0,113,0,0,0
670983,2023,01,03,2023-01-03,18:15:00,3,MS,28,0,1.25,0,0,0,0,32.6500,-89.4900,32.6500,-89.4900,0,0,0,0,0,79,0,0,0
670984,2023,01,03,2023-01-03,19:11:00,3,MS,28,0,1.25,0,0,0,0,33.4000,-89.1600,33.4000,-89.1600,0,0,0,0,0,19,0,0,0
670985,2023,01,03,2023-01-03,19:30:00,3,MS,28,0,1.00,0,0,0,0,31.7000,-89.1400,31.7000,-89.1400,0,0,0,0,0,67,0,0,0
670986,2023,01,03,2023-01-03,19:44:00,3,MS,28,0,1.00,0,0,0,0,31.6700,-89.1100,31.6700,-89.1100,0,0,0,0,0,67,0,0,0
670987,2023,01,03,2023-01-03,19:57:00,3,MS,28,0,1.00,0,0,0,0,31.5100,-91.0800,31.5100,-91.0800,0,0,0,0,0,37,0,0,0
670988,2023,01,03,2023-01-03,22:20:00,3,MS,28,0,1.00,0,0,0,0,33.0500,-89.0600,33.0500,-89.0600,0,0,0,0,0,159,0,0,0
670989,2023,01,03,2023-01-03,22:35:00,3,MS,28,0,1.00,0,0,0,0,31.7000,-89.2100,31.7000,-89.2100,0,0,0,0,0,67,0,0,0
670990,2023,01,03,2023-01-03,22:43:00,3,MS,28,0,1.00,0,0,0,0,33.6000,-88.4300,33.6000,-88.4300,0,0,0,0,0,87,0,0,0
670991,2023,01,03,2023-01-03,22:45:00,3,MS,28,0,1.75,0,0,50000,0,31.8200,-89.1700,31.8200,-89.1700,0,0,0,0,0,61,0,0,0
670992,2023,01,03,2023-01-03,22:45:00,3,MS,28,0,1.00,0,0,0,0,31.7700,-89.1600,31.7700,-89.1600,0,0,0,0,0,67,0,0,0
670993,2023,01,03,2023-01-03,23:04:00,3,MS,28,0,1.25,0,0,0,0,31.8900,-89.0400,31.8900,-89.0400,0,0,0,0,0,61,0,0,0
670994,2023,01,03,2023-01-03,23:20:00,3,MS,28,0,1.00,0,0,0,0,32.0400,-88.7900,32.0400,-88.7900,0,0,0,0,0,23,0,0,0
670995,2023,01,03,2023-01-03,23:47:00,3,LA,22,0,1.25,0,0,0,0,30.4200,-91.1000,30.4200,-91.1000,0,0,0,0,0,33,0,0,0
670996,2023,01,03,2023-01-03,23:50:00,3,TN,47,0,1.00,0,0,0,0,35.5300,-87.5300,35.5300,-87.5300,0,0,0,0,0,101,0,0,0
670997,2023,01,03,2023-01-03,23:51:00,3,TN,47,0,1.00,0,0,0,0,35.4902,-87.5547,35.4902,-87.5547,0,0,0,0,0,101,0,0,0
670998,2023,01,04,2023-01-04,00:01:00,3,TN,47,0,0.75,0,0,0,0,35.5300,-87.5300,35.5300,-87.5300,0,0,0,0,0,101,0,0,0
670999,2023,01,04,2023-01-04,00:56:00,3,LA,22,0,1.00,0,0,0,0,29.5700,-90.7400,29.5700,-90.7400,0,0,0,0,0,109,0,0,0
671000,2023,01,04,2023-01-04,04:00:00,3,AL,01,0,1.00,0,0,0,0,32.5480,-85.5290,32.5480,-85.5290,0,0,0,0,0,81,0,0,0
671001,2023,01,04,2023-01-04,13:13:00,3,GA,13,0,1.75,0,0,0,0,30.9600,-81.7100,30.9600,-81.7100,0,0,0,0,0,39,0,0,0
671002,2023,01,07,2023-01-07,22:00:00,3,TX,48,0,1.50,0,0,0,0,30.6900,-95.5600,30.6900,-95.5600,0,0,0,0,0,471,0,0,0
671003,2023,01,07,2023-01-07,23:30:00,3,LA,22,0,1.00,0,0,0,0,31.6298,-93.7545,31.6298,-93.7545,0,0,0,0,0,85,0,0,0
671004,2023,01,07,2023-01-07,23:40:00,3,LA,22,0,0.88,0,0,0,0,31.6880,-93.6795,31.6880,-93.6795,0,0,0,0,0,85,0,0,0
671005,2023,01,11,2023-01-11,19:24:00,3,OK,40,0,0.75,0,0,0,0,34.6950,-95.2962,34.6950,-95.2962,0,0,0,0,0,77,0,0,0
671006,2023,01,11,2023-01-11,19:35:00,3,OK,40,0,0.88,0,0,0,0,34.7388,-95.0954,34.7388,-95.0954,0,0,0,0,0,127,0,0,0
671007,2023,01,11,2023-01-11,20:15:00,3,OK,40,0,1.00,0,0,0,0,34.9138,-94.6119,34.9138,-94.6119,0,0,0,0,0,79,0,0,0
671008,2023,01,11,2023-01-11,20:18:00,3,OK,40,0,1.50,0,0,15000,0,34.9500,-94.6300,34.9500,-94.6300,0,0,0,0,0,79,0,0,0
671009,2023,01,11,2023-01-11,20:55:00,3,AR,05,0,2.00,0,0,0,0,35.0100,-94.1400,35.0100,-94.1400,0,0,0,0,0,127,0,0,0
671010,2023,01,11,2023-01-11,20:58:00,3,AR,05,0,1.75,0,0,0,0,35.0300,-94.1200,35.0300,-94.1200,0,0,0,0,0,127,0,0,0
671011,2023,01,11,2023-01-11,21:57:00,3,AR,05,0,0.88,0,0,0,0,36.0700,-94.1700,36.0700,-94.1700,0,0,0,0,0,143,0,0,0
671012,2023,01,11,2023-01-11,22:00:00,3,AR,05,0,1.00,0,0,0,0,34.4200,-93.6200,34.4200,-93.6200,0,0,0,0,0,97,0,0,0
671013,2023,01,12,2023-01-12,02:23:00,3,KY,21,0,1.75,0,0,0,0,37.3300,-88.0800,37.3300,-88.0800,0,0,0,0,0,55,0,0,0
671014,2023,01,12,2023-01-12,02:49:00,3,KY,21,0,1.00,0,0,0,0,37.4800,-87.8300,37.4800,-87.8300,0,0,0,0,0,233,0,0,0
671015,2023,01,12,2023-01-12,02:56:00,3,IN,18,0,0.75,0,0,0,0,38.0198,-87.5170,38.0198,-87.5170,0,0,0,0,0,163,0,0,0
671016,2023,01,12,2023-01-12,03:04:00,3,KY,21,0,1.00,0,0,0,0,37.5500,-87.9800,37.5500,-87.9800,0,0,0,0,0,225,0,0,0
671017,2023,01,12,2023-01-12,03:20:00,3,IN,18,0,0.75,0,0,0,0,38.2000,-87.3000,38.2000,-87.3000,0,0,0,0,0,173,0,0,0
671018,2023,01,12,2023-01-12,03:34:00,3,KY,21,0,1.75,0,0,150000,0,37.0200,-88.5300,36.9933,-88.5020,0,0,0,0,0,145,0,0,0
671019,2023,01,12,2023-01-12,03:40:00,3,KY,21,0,1.00,0,0,0,0,37.0300,-88.3500,37.0300,-88.3500,0,0,0,0,0,157,0,0,0
671020,2023,01,12,2023-01-12,03:43:00,3,IN,18,0,1.00,0,0,0,0,38.4200,-87.0000,38.4200,-87.0000,0,0,0,0,0,37,0,0,0
671021,2023,01,12,2023-01-12,04:07:00,3,KY,21,0,1.00,0,0,0,0,37.1200,-87.9063,37.1200,-87.9063,0,0,0,0,0,33,0,0,0
671022,2023,01,12,2023-01-12,04:35:00,3,KY,21,0,1.00,0,0,0,0,38.3253,-85.4746,38.3253,-85.4746,0,0,0,0,0,185,0,0,0
671023,2023,01,12,2023-01-12,04:38:00,3,IN,18,0,1.00,0,0,0,0,38.4900,-85.6700,38.4900,-85.6700,0,0,0,0,0,19,0,0,0
671024,2023,01,12,2023-01-12,06:03:00,3,KY,21,0,0.88,0,0,0,0,38.0000,-86.1800,38.0000,-86.1800,0,0,0,0,0,163,0,0,0
671025,2023,01,12,2023-01-12,06:03:00,3,KY,21,0,0.88,0,0,0,0,38.2300,-84.5500,38.2300,-84.5500,0,0,0,0,0,209,0,0,0
671026,2023,01,12,2023-01-12,06:27:00,3,KY,21,0,0.88,0,0,0,0,38.3400,-84.3500,38.3400,-84.3500,0,0,0,0,0,97,0,0,0
671027,2023,01,12,2023-01-12,06:27:00,3,KY,21,0,0.88,0,0,0,0,38.2024,-85.8336,38.2024,-85.8336,0,0,0,0,0,111,0,0,0
671028,2023,01,12,2023-01-12,06:35:00,3,KY,21,0,0.75,0,0,0,0,37.4800,-86.2900,37.4800,-86.2900,0,0,0,0,0,85,0,0,0
671029,2023,01,12,2023-01-12,06:44:00,3,KY,21,0,1.00,0,0,0,0,37.1288,-86.6640,37.1288,-86.6640,0,0,0,0,0,31,0,0,0
671030,2023,01,12,2023-01-12,06:53:00,3,OH,39,0,1.00,0,0,0,0,39.0900,-83.3900,39.0900,-83.3900,0,0,0,0,0,71,0,0,0
671031,2023,01,12,2023-01-12,07:25:00,3,AL,01,0,1.50,0,0,0,0,34.8300,-87.9600,34.8300,-87.9600,0,0,0,0,0,33,0,0,0
671032,2023,01,12,2023-01-12,07:31:00,3,AL,01,0,1.00,0,0,0,0,34.8600,-87.8100,34.8600,-87.8100,0,0,0,0,0,77,0,0,0
671033,2023,01,12,2023-01-12,07:37:00,3,AL,01,0,1.00,0,0,0,0,34.9300,-87.7900,34.9300,-87.7900,0,0,0,0,0,77,0,0,0
671034,2023,01,12,2023-01-12,08:20:00,3,WV,54,0,1.00,0,0,0,0,39.1900,-81.5300,39.1900,-81.5300,0,0,0,0,0,107,0,0,0
671035,2023,01,12,2023-01-12,08:25:00,3,WV,54,0,0.88,0,0,0,0,39.2500,-81.5200,39.2500,-81.5200,0,0,0,0,0,107,0,0,0
671036,2023,01,12,2023-01-12,09:13:00,3,MS,28,0,1.75,0,0,10000,0,32.7800,-88.4600,32.7800,-88.4600,0,0,0,0,0,69,0,0,0
671037,2023,01,12,2023-01-12,09:30:00,3,KY,21,0,1.00,0,0,0,0,37.4050,-86.2467,37.4050,-86.2467,0,0,0,0,0,85,0,0,0
671038,2023,01,12,2023-01-12,10:14:00,3,AL,01,0,1.00,0,0,0,0,32.5760,-88.1550,32.5760,-88.1550,0,0,0,0,0,119,0,0,0
671039,2023,01,12,2023-01-12,11:15:00,3,AL,01,0,1.00,0,0,0,0,33.2400,-86.8700,33.2400,-86.8700,0,0,0,0,0,117,0,0,0
671040,2023,01,12,2023-01-12,11:26:00,3,AL,01,0,1.75,0,0,0,0,33.3338,-86.6357,33.3338,-86.6357,0,0,0,0,0,117,0,0,0
671041,2023,01,12,2023-01-12,12:40:00,3,AL,01,0,1.25,0,0,0,0,33.1700,-86.2500,33.1700,-86.2500,0,0,0,0,0,121,0,0,0
671042,2023,01,12,2023-01-12,12:41:00,3,AL,01,0,1.50,0,0,0,0,31.6411,-88.3014,31.6411,-88.3014,0,0,0,0,0,129,0,0,0
671043,2023,01,12,2023-01-12,13:20:00,3,TN,47,0,1.00,0,0,0,0,36.0100,-86.7800,36.0100,-86.7800,0,0,0,0,0,187,0,0,0
671044,2023,01,12,2023-01-12,13:20:00,3,TN,47,0,1.50,0,0,0,0,36.0400,-86.7400,36.0400,-86.7400,0,0,0,0,0,37,0,0,0
671045,2023,01,12,2023-01-12,13:21:00,3,TN,47,0,1.00,0,0,0,0,36.0024,-86.7286,36.0024,-86.7286,0,0,0,0,0,187,0,0,0
671046,2023,01,12,2023-01-12,13:22:00,3,TN,47,0,1.00,0,0,0,0,36.0861,-86.6999,36.0861,-86.6999,0,0,0,0,0,37,0,0,0
671047,2023,01,12,2023-01-12,13:26:00,3,GA,13,0,1.00,0,0,0,0,34.1500,-84.8900,34.1500,-84.8900,0,0,0,0,0,15,0,0,0
671048,2023,01,12,2023-01-12,13:30:00,3,TN,47,0,0.88,0,0,0,0,36.0500,-86.7200,36.0500,-86.7200,0,0,0,0,0,37,0,0,0
671049,2023,01,12,2023-01-12,13:34:00,3,TN,47,0,0.75,0,0,0,0,36.0100,-86.6200,36.0100,-86.6200,0,0,0,0,0,37,0,0,0
671050,2023,01,12,2023-01-12,13:35:00,3,AL,01,0,1.00,0,0,0,0,32.9300,-85.9600,32.9300,-85.9600,0,0,0,0,0,123,0,0,0
671051,2023,01,12,2023-01-12,13:35:00,3,AL,01,0,1.00,0,0,0,0,32.8441,-85.9596,32.8441,-85.9596,0,0,0,0,0,123,0,0,0
671052,2023,01,12,2023-01-12,13:38:00,3,TN,47,0,0.75,0,0,0,0,36.2000,-86.3600,36.2000,-86.3600,0,0,0,0,0,189,0,0,0
671053,2023,01,12,2023-01-12,13:53:00,3,TN,47,0,1.00,0,0,0,0,35.9800,-86.3800,35.9800,-86.3800,0,0,0,0,0,149,0,0,0
671054,2023,01,12,2023-01-12,14:11:00,3,AL,01,0,1.00,0,0,0,0,33.0900,-85.3960,33.0900,-85.3960,0,0,0,0,0,17,0,0,0
671055,2023,01,12,2023-01-12,14:37:00,3,GA,13,0,1.25,0,0,0,0,34.8620,-83.3990,34.8800,-83.3490,0,0,0,0,0,241,0,0,0
671056,2023,01,12,2023-01-12,14:57:00,3,SC,45,0,1.00,0,0,0,0,34.8540,-83.1250,34.8540,-83.1250,0,0,0,0,0,73,0,0,0
671057,2023,01,12,2023-01-12,16:00:00,3,GA,13,0,0.70,0,0,100,100,33.6800,-82.4900,33.6800,-82.4900,0,0,0,0,0,181,0,0,0
671058,2023,01,16,2023-01-16,14:24:00,3,IA,19,0,1.00,0,0,0,0,41.7700,-91.8500,41.7700,-91.8500,0,0,0,0,0,95,0,0,0
671059,2023,01,19,2023-01-19,13:40:00,3,IN,18,0,0.88,0,0,0,0,39.8100,-85.3900,39.8100,-85.3900,0,0,0,0,0,65,0,0,0
671060,2023,01,19,2023-01-19,13:57:00,3,IN,18,0,0.88,0,0,0,0,40.1500,-85.3600,40.1500,-85.3600,0,0,0,0,0,35,0,0,0
671061,2023,01,19,2023-01-19,14:20:00,3,IN,18,0,0.75,0,0,0,0,40.0500,-84.9800,40.0500,-84.9800,0,0,0,0,0,135,0,0,0
671062,2023,02,08,2023-02-08,05:40:00,3,TX,48,0,1.50,0,0,0,0,30.6800,-98.4600,30.6800,-98.4600,0,0,0,0,0,299,0,0,0
671063,2023,02,08,2023-02-08,08:30:00,3,TX,48,0,1.50,0,0,0,0,31.2000,-98.2300,31.2000,-98.2300,0,0,0,0,0,281,0,0,0
671064,2023,02,15,2023-02-15,19:30:00,3,OK,40,0,1.00,0,0,0,0,34.8055,-97.4100,34.8055,-97.4100,0,0,0,0,0,49,0,0,0
671065,2023,02,15,2023-02-15,20:18:00,3,OK,40,0,0.75,0,0,0,0,34.5208,-97.2132,34.5208,-97.2132,0,0,0,0,0,49,0,0,0
671066,2023,02,15,2023-02-15,20:29:00,3,OK,40,0,0.75,0,0,0,0,34.8314,-96.7548,34.8314,-96.7548,0,0,0,0,0,123,0,0,0
671067,2023,02,15,2023-02-15,20:37:00,3,OK,40,0,1.00,0,0,0,0,34.7900,-96.6900,34.7900,-96.6900,0,0,0,0,0,123,0,0,0
671068,2023,02,15,2023-02-15,20:43:00,3,OK,40,0,1.00,0,0,0,0,34.8700,-96.6700,34.8700,-96.6700,0,0,0,0,0,123,0,0,0
671069,2023,02,15,2023-02-15,21:07:00,3,AR,05,0,2.00,0,0,0,0,35.1500,-90.1800,35.1500,-90.1800,0,0,0,0,0,35,0,0,0
671070,2023,02,15,2023-02-15,21:10:00,3,AR,05,0,1.25,0,0,0,0,35.2200,-90.2000,35.2200,-90.2000,0,0,0,0,0,35,0,0,0
671071,2023,02,15,2023-02-15,21:10:00,3,AR,05,0,1.25,0,0,1000,0,35.1611,-90.1473,35.1611,-90.1473,0,0,0,0,0,35,0,0,0
671072,2023,02,15,2023-02-15,21:25:00,3,TN,47,0,1.50,0,0,0,0,35.3500,-90.0242,35.3500,-90.0242,0,0,0,0,0,157,0,0,0
671073,2023,02,15,2023-02-15,21:42:00,3,OK,40,0,1.00,0,0,0,0,34.2989,-97.1076,34.2989,-97.1076,0,0,0,0,0,19,0,0,0
671074,2023,02,15,2023-02-15,21:43:00,3,TN,47,0,1.00,0,0,0,0,35.0698,-89.8075,35.0698,-89.8075,0,0,0,0,0,157,0,0,0
671075,2023,02,15,2023-02-15,21:58:00,3,OK,40,0,1.00,0,0,0,0,34.8132,-96.1000,34.8132,-96.1000,0,0,0,0,0,63,0,0,0
671076,2023,02,15,2023-02-15,22:00:00,3,OK,40,0,1.00,0,0,0,0,34.8235,-96.0430,34.8235,-96.0430,0,0,0,0,0,121,0,0,0
671077,2023,02,15,2023-02-15,22:27:00,3,AR,05,0,1.00,0,0,0,0,36.3795,-94.5546,36.3795,-94.5546,0,0,0,0,0,7,0,0,0
671078,2023,02,15,2023-02-15,22:36:00,3,AR,05,0,0.88,0,0,0,0,36.4200,-94.4500,36.4200,-94.4500,0,0,0,0,0,7,0,0,0
671079,2023,02,15,2023-02-15,22:39:00,3,AR,05,0,0.75,0,0,0,0,36.3100,-94.3359,36.3100,-94.3359,0,0,0,0,0,7,0,0,0
671080,2023,02,15,2023-02-15,22:43:00,3,AR,05,0,0.75,0,0,0,0,36.3581,-94.2453,36.3581,-94.2453,0,0,0,0,0,7,0,0,0
671081,2023,02,15,2023-02-15,22:46:00,3,AR,05,0,0.75,0,0,0,0,36.4000,-94.2400,36.4000,-94.2400,0,0,0,0,0,7,0,0,0
671082,2023,02,15,2023-02-15,22:46:00,3,AR,05,0,0.75,0,0,0,0,36.3495,-94.2454,36.3495,-94.2454,0,0,0,0,0,7,0,0,0
671083,2023,02,15,2023-02-15,22:47:00,3,AR,05,0,0.75,0,0,0,0,36.3393,-94.2581,36.3393,-94.2581,0,0,0,0,0,7,0,0,0
671084,2023,02,15,2023-02-15,22:48:00,3,AR,05,0,0.75,0,0,0,0,36.3607,-94.1581,36.3607,-94.1581,0,0,0,0,0,7,0,0,0
671085,2023,02,15,2023-02-15,22:53:00,3,AR,05,0,1.75,0,0,50000,0,36.3198,-94.1327,36.3198,-94.1327,0,0,0,0,0,7,0,0,0
671086,2023,02,15,2023-02-15,23:06:00,3,AR,05,0,0.88,0,0,0,0,36.1762,-94.2182,36.1762,-94.2182,0,0,0,0,0,143,0,0,0
671087,2023,02,15,2023-02-15,23:12:00,3,AR,05,0,0.75,0,0,0,0,36.4355,-93.9700,36.4355,-93.9700,0,0,0,0,0,7,0,0,0
671088,2023,02,15,2023-02-15,23:14:00,3,AR,05,0,1.00,0,0,0,0,36.1880,-94.1722,36.1880,-94.1722,0,0,0,0,0,143,0,0,0
671089,2023,02,15,2023-02-15,23:15:00,3,AR,05,0,1.00,0,0,0,0,36.1800,-94.1300,36.1800,-94.1300,0,0,0,0,0,143,0,0,0
671090,2023,02,15,2023-02-15,23:18:00,3,OK,40,0,0.88,0,0,0,0,35.4700,-94.8000,35.4700,-94.8000,0,0,0,0,0,135,0,0,0
671091,2023,02,15,2023-02-15,23:23:00,3,AR,05,0,1.25,0,0,15000,0,36.4555,-93.7700,36.4555,-93.7700,0,0,0,0,0,15,0,0,0
671092,2023,02,15,2023-02-15,23:23:00,3,OK,40,0,1.75,0,0,20000,0,35.4401,-94.7204,35.4401,-94.7204,0,0,0,0,0,135,0,0,0
671093,2023,02,15,2023-02-15,23:24:00,3,AR,05,0,1.00,0,0,0,0,36.4555,-93.7700,36.4555,-93.7700,0,0,0,0,0,15,0,0,0
671094,2023,02,15,2023-02-15,23:25:00,3,AR,05,0,1.25,0,0,15000,0,36.4000,-93.7480,36.4000,-93.7480,0,0,0,0,0,15,0,0,0
671095,2023,02,15,2023-02-15,23:25:00,3,AR,05,0,1.50,0,0,15000,0,36.4834,-93.7631,36.4834,-93.7631,0,0,0,0,0,15,0,0,0
671096,2023,02,15,2023-02-15,23:28:00,3,MO,29,0,1.00,0,0,0,0,36.5500,-93.7500,36.5500,-93.7500,0,0,0,0,0,9,0,0,0
671097,2023,02,15,2023-02-15,23:32:00,3,MO,29,0,1.00,0,0,0,0,36.5600,-93.7100,36.5600,-93.7100,0,0,0,0,0,9,0,0,0
671098,2023,02,15,2023-02-15,23:32:00,3,OK,40,0,1.75,0,0,20000,0,34.8814,-95.4908,34.8814,-95.4908,0,0,0,0,0,77,0,0,0
671099,2023,02,15,2023-02-15,23:35:00,3,MO,29,0,2.50,0,0,125000,0,36.5700,-93.5800,36.5700,-93.5800,0,0,0,0,0,9,0,0,0
671100,2023,02,15,2023-02-15,23:35:00,3,AR,05,0,1.00,0,0,0,0,36.4300,-93.6380,36.4300,-93.6380,0,0,0,0,0,15,0,0,0
671101,2023,02,15,2023-02-15,23:37:00,3,MO,29,0,1.00,0,0,0,0,36.5800,-93.6200,36.5800,-93.6200,0,0,0,0,0,9,0,0,0
671102,2023,02,15,2023-02-15,23:41:00,3,MO,29,0,1.00,0,0,0,0,36.6100,-93.5800,36.6100,-93.5800,0,0,0,0,0,9,0,0,0
671103,2023,02,15,2023-02-15,23:45:00,3,MO,29,0,1.00,0,0,0,0,36.5100,-93.5700,36.5100,-93.5700,0,0,0,0,0,209,0,0,0
671104,2023,02,15,2023-02-15,23:46:00,3,OK,40,0,0.75,0,0,0,0,34.9200,-95.3200,34.9200,-95.3200,0,0,0,0,0,77,0,0,0
671105,2023,02,15,2023-02-15,23:49:00,3,MO,29,0,1.00,0,0,0,0,36.6300,-93.4200,36.6300,-93.4200,0,0,0,0,0,209,0,0,0
671106,2023,02,15,2023-02-15,23:54:00,3,AR,05,0,0.75,0,0,0,0,35.4911,-94.3700,35.4911,-94.3700,0,0,0,0,0,33,0,0,0
671107,2023,02,16,2023-02-16,00:07:00,3,AR,05,0,0.75,0,0,0,0,36.1095,-94.1953,36.1095,-94.1953,0,0,0,0,0,143,0,0,0
671108,2023,02,16,2023-02-16,00:28:00,3,KY,21,0,1.00,0,0,0,0,36.7300,-85.6900,36.7300,-85.6900,0,0,0,0,0,171,0,0,0
671109,2023,02,16,2023-02-16,00:28:00,3,OK,40,0,1.75,0,0,25000,0,35.0500,-94.6554,35.0500,-94.6554,0,0,0,0,0,79,0,0,0
671110,2023,02,16,2023-02-16,00:37:00,3,OK,40,0,1.00,0,0,0,0,35.2491,-94.6005,35.2491,-94.6005,0,0,0,0,0,79,0,0,0
671111,2023,02,16,2023-02-16,00:37:00,3,AR,05,0,1.00,0,0,0,0,35.5484,-93.9173,35.5484,-93.9173,0,0,0,0,0,47,0,0,0
671112,2023,02,16,2023-02-16,00:39:00,3,OK,40,0,1.00,0,0,0,0,35.1347,-94.5363,35.1347,-94.5363,0,0,0,0,0,79,0,0,0
671113,2023,02,16,2023-02-16,01:16:00,3,AR,05,0,1.75,0,0,0,0,35.6400,-93.4400,35.6400,-93.4400,0,0,0,0,0,71,0,0,0
671114,2023,02,16,2023-02-16,01:28:00,3,MO,29,0,1.00,0,0,0,0,37.1300,-92.2800,37.1300,-92.2800,0,0,0,0,0,229,0,0,0
671115,2023,02,16,2023-02-16,01:29:00,3,MO,29,0,2.00,0,0,200000,0,37.1300,-92.2600,37.1300,-92.2600,0,0,0,0,0,229,0,0,0
671116,2023,02,16,2023-02-16,01:52:00,3,AR,05,0,1.75,0,0,0,0,35.7700,-93.0800,35.7700,-93.0800,0,0,0,0,0,101,0,0,0
671117,2023,02,16,2023-02-16,02:24:00,3,MO,29,0,1.00,0,0,0,0,37.7700,-90.6300,37.8866,-90.5097,0,0,0,0,0,187,0,0,0
671118,2023,02,16,2023-02-16,03:08:00,3,MO,29,0,1.25,0,0,0,0,38.2132,-90.4052,38.2745,-90.4053,0,0,0,0,0,99,0,0,0
671119,2023,02,16,2023-02-16,09:25:00,3,AR,05,0,0.88,0,0,0,0,35.6745,-90.6595,35.6745,-90.6595,0,0,0,0,0,111,0,0,0
671120,2023,02,16,2023-02-16,13:40:00,3,TN,47,0,1.00,0,0,0,0,36.0200,-87.7700,36.0200,-87.7700,0,0,0,0,0,85,0,0,0
671121,2023,02,16,2023-02-16,13:40:00,3,TN,47,0,1.50,0,0,0,0,36.0000,-87.7700,36.0000,-87.7700,0,0,0,0,0,85,0,0,0
671122,2023,02,16,2023-02-16,13:53:00,3,TN,47,0,1.50,0,0,0,0,36.0699,-87.6071,36.0699,-87.6071,0,0,0,0,0,85,0,0,0
671123,2023,02,16,2023-02-16,16:30:00,3,TN,47,0,1.50,0,0,0,0,35.8434,-86.6603,35.8434,-86.6603,0,0,0,0,0,187,0,0,0
671124,2023,02,16,2023-02-16,17:15:00,3,TN,47,0,1.00,0,0,0,0,35.4900,-86.4500,35.4900,-86.4500,0,0,0,0,0,3,0,0,0
671125,2023,02,16,2023-02-16,18:17:00,3,TN,47,0,1.00,0,0,0,0,35.9380,-85.3638,35.9380,-85.3638,0,0,0,0,0,185,0,0,0
